date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,dc flu,how long is the flu contagious,medicine for the flu,treating flu,flu like symptoms,flu how long,fever cough,flu and cold,flu lasts,the flu,flu symptoms,flu shot cvs,flu game,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,spanish flu,flu treatments,cold vs flu,influenza type a,fight the flu,the flu virus,how to treat flu,reduce fever,cdc,cold symptoms,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,early flu symptoms,how long is flu contagious,symptoms of the flu,cdc flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature
2013-12-01,21,0,0,26,0,0,0,0,0,9,0,0,9,0,0,0,40,24,8,12,0,17,11,0,6,0,39,0,29,22,0,0,0,0,27,18,27,2,0,0,11,0,27,27,0,0,0,58,0,0,44,0,0,0,0,0,46,67,0,0,0,15,10,0,30,8,20,8,0,0,0,0,0,28,0,0,0,0,0,0,0,21,0,0,0,67,0,5,10,34,33,0,0,0,0,22
2014-01-01,30,0,0,19,0,0,0,0,0,10,0,0,23,59,0,0,29,24,12,15,0,27,30,2,1,0,29,7,14,27,0,0,11,0,34,14,47,0,6,0,19,0,0,20,20,0,43,54,21,0,0,0,0,1,0,0,52,45,0,9,32,22,15,18,66,9,33,0,6,0,0,0,0,20,0,61,0,41,0,32,82,23,0,0,78,41,0,5,4,25,25,0,0,0,0,70
2014-02-01,19,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,30,21,6,6,0,16,18,1,1,0,22,0,0,11,0,0,11,0,55,0,55,2,2,0,4,0,62,41,21,0,22,66,22,0,100,0,0,2,0,1,49,50,0,0,18,15,15,30,82,12,12,12,12,0,0,0,0,21,0,21,0,66,0,17,0,16,16,0,31,56,0,5,4,25,25,0,0,0,0,55
2014-03-01,10,0,0,0,0,0,0,65,0,0,0,0,12,0,0,0,77,15,0,8,0,9,10,1,2,0,12,6,31,14,0,0,9,0,29,12,18,0,0,0,4,0,0,0,18,0,38,47,19,0,0,0,0,1,0,2,48,35,0,0,8,13,6,0,48,5,5,0,0,0,0,11,0,18,0,18,0,0,14,0,21,13,27,0,14,28,0,5,0,21,0,0,0,9,0,42
2014-04-01,9,0,0,0,0,0,0,58,0,5,0,0,8,23,0,0,35,9,5,5,0,9,5,1,1,0,11,0,0,9,0,0,0,0,27,11,53,0,0,0,1,0,16,0,0,0,17,34,0,0,26,0,0,0,0,1,54,32,0,0,14,6,0,12,14,5,5,9,0,0,0,10,0,0,0,0,0,26,0,13,0,18,12,0,12,47,0,3,3,0,58,0,0,9,0,60
2014-05-01,6,0,0,74,0,0,0,0,0,0,0,0,9,0,0,0,38,0,8,0,0,6,5,0,2,0,0,0,0,0,0,0,0,0,51,0,17,0,0,0,0,0,0,0,0,0,0,28,27,0,0,0,0,0,0,0,61,40,0,0,11,9,0,19,19,8,0,0,0,0,17,0,0,0,0,0,0,42,0,0,21,20,0,0,20,25,0,0,4,0,32,0,0,0,0,41
2014-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,2,0,2,0,11,0,11,0,0,0,0,0,21,0,83,0,0,0,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,77,0,0,0,28,0,0,11,11,0,9,0,0,0,0,0,0,0,0,0,0,25,0,0,25,24,0,0,0,38,0,0,0,0,0,0,0,0,0,33
2014-07-01,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,9,6,0,6,2,0,0,0,0,0,0,12,0,0,0,0,29,15,14,0,0,0,2,0,0,0,0,0,0,35,23,0,0,0,0,0,0,0,58,19,0,0,19,0,0,8,20,0,6,0,0,0,0,0,0,22,0,0,0,17,0,0,0,0,33,0,0,21,0,0,4,26,26,0,0,0,0,46
2014-08-01,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,26,5,5,8,0,6,3,1,0,0,6,0,0,15,0,0,0,0,48,0,24,0,0,0,2,0,0,0,0,0,0,29,19,0,0,0,0,0,0,1,58,40,0,0,16,7,0,7,0,0,16,0,0,0,0,12,0,0,0,18,0,14,0,0,0,14,14,0,0,33,0,0,0,0,0,0,0,0,0,34
2014-09-01,19,0,0,41,0,0,0,52,0,42,0,0,14,21,0,0,21,10,8,4,0,9,6,3,2,0,10,5,10,8,0,0,0,0,47,0,24,1,0,0,30,0,14,0,14,0,15,45,30,0,23,0,0,1,0,0,57,32,0,6,0,10,5,5,13,6,29,4,4,0,9,14,0,0,0,0,0,11,0,0,11,27,11,0,11,43,0,2,5,0,17,0,0,15,0,57
2014-10-01,41,0,0,15,0,0,0,0,0,94,0,0,17,0,0,0,30,14,3,11,0,25,15,7,2,0,15,0,11,19,0,0,11,0,48,28,24,0,0,0,81,0,16,10,21,0,22,61,28,0,25,0,0,2,0,3,100,44,0,5,14,17,4,21,23,6,77,6,0,0,7,10,0,11,0,0,0,46,17,0,17,32,8,0,24,52,0,5,3,13,32,0,0,6,0,72
2014-11-01,24,0,0,24,0,0,0,0,0,43,0,0,17,14,0,0,22,16,13,7,0,15,13,3,1,0,29,0,22,13,0,0,11,0,60,0,37,0,1,0,32,0,20,0,0,0,11,86,0,0,33,0,0,1,0,1,32,69,0,0,9,4,0,5,25,3,34,3,0,0,0,6,0,10,0,10,0,12,8,0,8,11,12,0,19,60,0,5,2,12,12,0,0,5,0,67
2014-12-01,36,0,0,36,0,0,0,0,0,11,0,0,11,31,0,0,31,44,16,19,0,38,30,2,0,0,65,12,35,35,0,0,6,0,72,14,29,2,3,0,24,0,38,11,22,0,23,58,17,0,61,0,0,2,0,1,30,43,0,5,29,12,14,23,45,5,29,11,5,0,7,10,0,22,0,38,0,52,9,22,39,62,8,0,62,64,0,6,6,26,40,0,0,9,0,64
2015-01-01,42,0,0,31,0,0,0,39,0,16,0,0,12,31,0,0,39,36,11,20,0,38,38,2,0,0,42,8,68,37,0,0,34,0,57,7,32,2,3,0,10,0,48,16,16,0,29,68,23,0,78,0,0,1,0,1,33,62,0,5,28,29,17,37,52,6,21,8,0,0,7,10,0,16,0,38,0,82,17,21,39,33,8,0,77,73,0,5,4,20,33,0,0,14,0,100
2015-02-01,25,0,0,11,0,0,0,0,0,0,0,0,6,17,0,0,17,14,12,19,0,21,25,1,1,0,13,0,30,35,0,0,0,0,28,24,20,3,0,0,6,0,18,24,12,0,13,64,25,0,29,0,0,1,0,1,31,37,0,0,13,15,9,24,52,14,19,5,7,0,0,11,0,30,0,24,0,53,10,14,29,0,14,0,32,68,0,4,3,37,22,0,0,6,0,51
2015-03-01,14,0,0,27,0,0,0,0,0,0,0,0,7,16,0,0,16,26,18,13,0,19,12,0,2,0,32,4,16,24,0,0,12,0,53,8,26,2,1,0,2,0,11,0,0,0,12,36,36,0,18,0,0,1,0,1,37,37,0,5,15,12,10,8,61,5,8,7,0,0,0,7,0,11,0,0,0,18,0,9,18,9,0,0,35,37,0,2,0,14,27,0,0,0,0,87
2015-04-01,14,0,0,21,0,0,0,0,0,4,0,0,7,0,0,0,32,15,8,15,0,10,11,0,1,0,16,4,8,27,0,0,0,0,30,7,33,1,0,0,4,0,0,0,11,0,24,36,24,0,0,0,0,1,0,1,32,17,0,15,5,6,4,4,38,5,16,0,7,0,7,7,0,11,0,11,0,9,9,0,27,17,0,0,21,46,0,3,6,14,14,0,0,0,0,54
2015-05-01,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,16,10,5,3,0,8,6,0,2,0,8,0,0,6,0,0,0,0,23,0,30,1,0,0,1,0,11,0,11,0,24,18,12,0,18,0,0,0,0,0,35,40,0,5,10,6,4,0,22,0,3,3,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,9,37,0,4,2,0,14,0,0,6,0,45
2015-06-01,8,0,0,49,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,3,0,5,4,0,1,0,0,0,4,6,0,0,6,0,34,0,11,1,0,0,2,0,11,0,0,0,12,37,12,0,19,0,0,0,0,1,33,25,0,0,8,4,8,4,19,3,0,3,0,0,0,7,0,11,0,11,0,9,0,0,0,9,0,0,9,25,0,0,3,14,14,0,0,6,0,30
2015-07-01,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,3,0,4,4,0,1,0,0,0,0,6,0,0,5,0,45,0,14,1,0,0,1,0,0,10,0,0,0,39,0,0,0,0,0,1,0,1,36,18,0,5,14,7,4,0,7,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,35,0,4,3,0,13,0,0,0,0,19
2015-08-01,7,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,30,3,5,9,0,5,5,0,0,0,4,0,0,17,0,0,0,0,28,0,48,0,2,0,5,0,10,0,10,0,27,39,17,0,17,0,0,1,0,1,26,27,0,0,14,7,0,4,6,0,3,9,3,0,0,13,0,10,0,21,0,8,8,0,16,8,8,0,0,27,0,0,2,13,0,0,0,0,0,80
2015-09-01,15,0,0,37,0,0,0,0,0,28,0,0,6,0,0,0,29,7,3,3,0,11,8,1,1,0,7,0,3,5,0,0,5,0,29,0,33,0,0,0,19,0,10,10,20,0,16,37,11,0,16,0,0,1,0,0,30,30,0,0,9,4,0,7,9,0,26,3,0,0,0,0,0,10,0,20,0,16,24,0,0,15,8,0,8,49,0,0,2,12,12,0,0,0,0,63
2015-10-01,32,0,0,13,0,0,0,33,0,47,0,0,10,13,0,0,26,3,8,12,0,19,12,5,1,0,3,3,6,22,0,0,5,0,33,6,24,1,1,0,55,0,0,27,9,0,10,53,14,0,0,0,0,2,0,1,34,28,0,0,16,8,6,10,24,4,43,3,0,0,6,17,0,18,0,14,0,22,0,0,7,27,14,0,27,62,0,0,2,22,22,0,0,5,0,67
2015-11-01,22,0,0,18,0,0,0,0,0,28,0,0,5,0,0,0,48,12,7,14,0,16,12,3,1,0,24,3,17,25,0,0,0,0,28,10,25,1,1,0,29,0,14,9,9,0,10,56,10,0,23,0,0,0,0,0,29,42,0,0,13,3,5,9,10,6,22,3,0,0,6,6,0,0,0,19,0,19,23,8,15,15,7,0,11,36,0,2,3,0,17,0,0,0,0,61
2015-12-01,15,0,0,0,0,0,0,35,0,9,0,0,5,0,0,0,14,12,11,14,0,14,16,1,1,0,7,3,20,25,0,0,5,0,54,0,32,1,1,0,12,0,0,10,19,0,51,46,10,0,0,0,0,1,0,1,29,46,0,4,11,7,3,3,36,3,17,6,0,0,6,12,0,0,0,19,0,8,0,8,27,0,7,0,22,77,0,2,6,0,23,0,0,5,0,46
2016-01-01,17,0,0,12,0,0,0,0,0,9,0,0,13,0,0,0,0,15,15,15,0,11,12,0,1,0,23,5,5,28,0,0,0,0,43,13,26,1,0,0,8,0,13,26,13,0,14,83,14,0,21,0,0,1,0,1,44,49,0,0,11,5,5,12,40,23,11,4,0,0,0,0,0,13,0,26,0,26,10,21,21,0,0,0,10,67,0,2,2,16,32,0,0,0,0,48
2016-02-01,18,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,18,14,9,18,0,20,13,0,4,0,26,0,4,33,0,0,13,0,50,17,17,1,1,0,7,0,25,12,12,0,26,66,0,0,40,0,0,1,0,0,62,69,0,6,6,9,5,11,31,7,9,6,0,0,8,0,0,13,0,13,0,25,10,15,10,29,10,0,24,62,0,3,9,15,23,0,0,0,0,63
2016-03-01,24,0,0,11,0,0,0,0,0,8,0,0,10,17,0,0,17,29,17,7,0,27,20,1,2,0,41,8,16,12,0,0,6,0,39,15,31,1,0,0,3,0,12,12,12,0,50,56,12,0,19,0,0,2,0,1,42,52,0,10,16,21,13,17,55,19,3,10,0,0,0,15,0,0,0,47,0,37,9,9,42,9,9,0,49,63,0,2,5,0,36,0,0,0,0,69
2016-04-01,16,0,0,23,0,0,0,44,0,8,0,0,4,35,0,0,52,5,7,7,0,13,10,0,3,0,8,0,13,13,0,0,13,0,56,0,28,2,1,0,2,0,12,0,0,0,38,32,0,0,19,0,0,1,0,1,41,29,0,0,11,22,6,4,35,4,7,4,0,0,8,0,0,36,0,12,0,10,10,14,0,9,9,0,18,59,0,5,2,44,22,0,0,0,0,54
2016-05-01,16,0,0,0,0,0,0,0,0,4,0,0,8,18,0,0,36,9,4,7,0,10,9,0,23,0,9,0,9,13,0,0,0,0,37,8,32,0,1,0,1,0,0,0,0,0,26,39,13,0,0,0,0,0,0,1,46,35,0,5,19,4,13,9,20,0,7,0,4,0,0,16,0,0,0,12,0,20,10,10,10,0,0,0,9,56,0,2,2,0,22,0,0,6,0,46
2016-06-01,10,0,0,25,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,8,0,5,3,1,10,0,0,0,0,14,0,0,0,0,30,0,43,0,0,0,1,0,13,0,0,0,0,69,14,0,21,0,0,0,0,0,39,37,0,0,6,0,0,9,12,6,0,4,0,0,0,8,0,0,0,13,0,21,10,0,10,0,0,0,10,44,0,2,2,0,0,0,0,0,0,38
2016-07-01,7,0,0,53,0,0,0,0,0,5,0,0,0,0,0,0,40,4,8,4,0,3,4,0,4,0,0,0,0,7,0,0,0,0,32,9,23,0,0,0,0,0,0,14,14,0,22,88,15,0,0,0,0,1,0,1,31,40,0,6,6,0,0,5,13,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,21,27,0,5,2,0,17,0,0,0,0,41
2016-08-01,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20,8,8,4,0,5,6,1,2,0,10,0,5,7,0,0,0,0,18,9,46,1,0,0,3,0,0,14,14,0,0,44,44,0,0,0,0,0,0,1,41,27,0,6,6,5,0,5,15,0,4,4,0,0,0,0,0,0,0,14,0,11,0,0,0,10,0,0,0,29,0,0,0,0,34,0,0,0,0,33
2016-09-01,18,0,0,12,0,0,0,0,0,42,0,0,6,0,0,0,18,7,18,9,0,14,7,1,2,0,0,0,13,16,0,0,0,0,40,8,12,1,1,0,28,0,12,12,0,0,13,52,0,0,20,0,0,1,0,1,33,46,0,0,11,11,4,11,11,4,34,4,0,0,0,0,0,12,0,12,0,24,0,0,10,14,18,0,9,44,0,2,2,15,15,0,0,6,0,45
2016-10-01,29,0,0,26,0,0,0,0,0,62,0,0,11,0,0,0,16,14,3,6,0,20,15,4,1,0,20,0,12,12,0,0,6,0,51,22,33,1,1,0,60,0,11,11,22,0,23,35,12,0,18,0,0,0,0,1,36,37,0,0,5,8,0,10,16,3,41,3,0,0,0,14,0,0,0,17,0,22,0,0,13,21,0,0,8,71,0,4,4,0,13,0,0,0,0,47
2016-11-01,22,0,0,10,0,0,0,0,0,40,0,0,7,0,0,0,39,17,9,12,0,20,13,2,2,0,8,0,11,23,0,0,0,0,32,7,46,1,0,0,27,0,11,11,11,0,11,40,17,0,17,0,0,1,0,0,32,54,0,10,7,6,11,10,29,5,19,8,3,0,0,7,0,0,0,11,0,21,0,9,21,8,0,0,8,69,0,0,6,0,13,0,0,0,0,63
2016-12-01,20,0,0,0,0,0,0,0,0,11,0,0,9,16,0,0,24,17,6,14,0,18,14,1,2,0,23,4,23,26,0,0,6,0,36,15,18,1,1,0,14,0,16,11,16,0,12,64,12,0,26,0,0,1,0,1,27,48,0,0,7,12,4,14,69,5,18,5,0,0,0,7,0,11,0,11,0,31,0,0,35,25,16,0,8,56,0,2,0,13,13,0,0,0,0,58
2017-01-01,28,0,0,22,0,0,0,43,0,19,0,0,23,17,0,0,0,20,15,20,0,24,17,1,2,0,16,0,17,37,0,0,0,0,66,8,27,1,1,0,10,0,18,23,12,0,44,62,12,0,28,0,0,1,0,1,38,21,0,5,13,6,8,17,95,3,10,10,3,0,0,30,0,12,0,24,0,38,0,0,23,9,26,0,49,72,0,4,2,14,100,0,0,6,0,47
2017-02-01,43,0,0,25,0,0,0,95,0,6,0,0,11,19,0,0,28,42,19,17,0,45,33,0,3,0,65,5,23,31,0,0,10,0,100,13,26,3,3,0,12,0,0,13,26,0,28,70,14,0,0,0,0,3,0,2,39,32,0,6,12,33,9,31,68,8,12,4,0,0,0,21,0,0,0,53,0,68,0,21,63,10,0,0,35,62,0,5,3,0,72,0,0,7,0,63
2017-03-01,23,0,0,11,0,0,0,0,0,8,0,0,13,25,0,0,51,39,8,7,0,26,19,0,2,0,33,21,12,13,0,0,0,0,70,0,27,3,2,0,2,0,0,23,12,0,25,25,25,0,0,0,0,1,0,1,37,29,0,16,8,15,11,15,59,5,10,3,3,0,8,8,0,18,0,30,0,33,0,23,9,13,0,0,58,58,0,4,3,21,50,0,0,6,0,62
2017-04-01,15,0,0,23,0,0,0,0,0,4,0,0,4,35,0,0,35,14,17,5,0,17,11,0,0,0,17,4,9,10,0,0,6,0,32,0,28,0,3,0,3,0,24,24,0,0,13,52,25,0,39,0,0,0,0,0,36,27,0,0,8,4,6,13,17,0,14,5,4,0,8,23,0,0,0,36,0,29,0,10,14,0,27,0,18,48,0,2,0,0,44,0,0,6,0,42
2017-05-01,7,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,16,7,7,3,0,6,2,1,2,0,12,0,8,6,0,0,0,0,15,0,26,1,0,0,2,0,11,0,0,0,36,30,12,0,18,0,0,0,0,1,31,30,0,0,5,8,0,8,18,0,7,3,0,0,0,7,0,0,0,0,0,18,9,0,9,0,9,0,9,52,0,0,2,0,14,0,0,0,0,51
2017-06-01,6,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,37,4,6,7,0,6,5,0,2,0,5,0,0,14,0,0,0,0,13,9,21,0,0,0,2,0,13,0,0,0,14,27,14,0,21,0,0,0,0,0,34,20,0,0,8,9,0,0,18,8,4,4,0,0,0,8,0,0,0,0,0,0,0,0,21,0,10,0,10,32,0,0,3,0,0,0,0,0,0,41
2017-07-01,7,0,0,13,0,0,0,50,0,0,0,0,7,0,0,0,30,8,8,6,0,3,4,0,0,0,10,0,5,11,0,0,0,0,32,0,27,0,0,0,3,0,0,14,14,0,0,43,0,0,0,0,0,0,0,0,35,15,0,0,18,7,5,5,20,4,0,4,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,11,21,0,0,0,0,16,0,0,0,0,58
2017-08-01,8,0,0,11,0,0,0,0,0,6,0,0,4,0,0,0,34,7,3,3,0,7,6,0,2,0,8,0,8,6,0,0,0,0,55,8,12,0,0,0,5,0,0,0,24,0,19,38,0,0,0,0,0,0,0,1,26,13,0,0,13,13,0,0,21,4,11,4,0,0,0,0,0,12,0,0,0,0,0,10,10,9,0,0,9,26,0,2,3,15,0,0,0,6,0,57
2017-09-01,20,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,7,3,24,0,10,6,1,1,0,0,4,0,45,0,0,13,0,36,8,24,0,1,0,32,0,0,12,12,0,38,19,13,0,0,0,0,0,0,0,28,34,0,0,11,9,0,4,13,18,26,0,0,0,0,11,0,12,0,24,0,10,0,10,10,14,0,0,9,29,0,4,3,15,58,0,0,0,0,51
2017-10-01,32,0,0,12,0,0,0,0,0,40,0,0,18,18,0,0,18,16,11,11,0,20,11,3,1,0,9,0,17,20,0,0,0,0,45,16,29,2,0,0,50,0,31,0,18,0,13,46,13,0,49,0,0,0,0,1,41,57,0,0,11,4,0,9,31,4,49,4,0,0,0,0,0,12,0,12,0,20,0,10,10,14,0,0,0,48,0,2,2,15,22,0,0,13,0,62
2017-11-01,25,0,0,22,0,0,0,0,0,50,0,0,8,0,0,0,67,10,7,27,0,13,9,6,0,0,16,0,8,50,0,0,12,0,46,15,23,2,2,0,32,0,46,23,0,0,0,75,0,0,75,0,0,0,0,0,50,31,0,0,15,42,0,17,55,14,38,10,0,0,15,0,0,0,0,23,0,37,0,0,19,18,18,0,0,43,0,0,4,0,57,0,0,12,0,43
2017-12-01,34,0,0,0,0,0,0,0,0,0,0,0,11,50,0,0,100,25,0,10,0,17,17,0,2,0,37,12,12,18,0,0,0,0,69,0,34,3,3,0,20,0,34,34,34,0,0,37,37,0,56,0,0,0,0,4,81,46,0,0,15,12,37,25,94,0,10,0,0,0,0,22,0,35,0,0,0,55,0,0,0,92,0,0,27,51,0,0,6,42,42,0,0,18,0,55
2018-01-01,96,0,0,0,0,0,0,0,0,46,0,0,72,45,0,0,0,86,18,54,0,100,78,6,0,0,100,11,56,100,0,0,33,0,62,41,62,2,0,0,56,0,47,0,47,0,33,66,33,0,75,0,0,2,0,3,72,69,0,14,42,51,11,45,90,9,55,0,9,0,20,59,0,31,0,63,0,100,25,25,50,71,0,0,83,63,0,8,0,38,77,0,0,33,0,50
2018-02-01,84,0,0,0,0,0,0,0,0,51,0,0,87,0,0,0,0,100,18,27,0,79,75,9,0,0,98,22,22,50,0,0,17,0,52,42,52,7,2,0,30,0,47,47,62,0,0,33,100,0,75,0,0,4,0,0,91,28,0,14,14,17,23,45,56,0,28,19,0,0,20,100,0,47,0,31,0,100,50,25,62,59,0,0,83,57,0,0,0,57,95,0,0,17,0,50
2018-03-01,23,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,8,8,16,0,22,22,0,0,0,10,10,0,29,0,0,29,0,55,0,45,2,0,0,5,0,41,0,27,0,29,57,59,0,66,0,0,0,0,2,75,36,0,0,36,0,10,10,29,8,16,0,0,0,18,17,0,0,0,28,0,22,0,0,22,21,21,0,21,40,0,0,5,0,33,0,0,0,0,36
2018-04-01,11,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,8,8,12,0,12,17,2,0,0,0,0,19,22,0,0,0,0,18,0,18,2,0,0,2,0,0,27,0,0,29,0,29,0,0,0,0,0,0,0,74,48,0,0,36,0,0,10,35,0,8,8,0,0,0,0,0,0,0,28,0,22,0,0,44,21,0,0,21,31,0,5,5,0,34,0,0,0,0,37
2018-05-01,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,61,20,24,8,0,7,8,0,0,0,20,0,20,15,0,0,0,0,28,0,19,0,0,0,2,0,0,28,0,0,0,30,30,0,0,0,0,0,0,2,69,37,0,12,25,10,10,10,25,0,17,8,0,0,0,0,0,0,0,0,0,22,0,0,23,21,0,0,0,34,0,0,5,0,34,0,0,0,0,0
2018-06-01,8,0,0,27,0,0,0,0,0,0,0,0,10,0,0,0,42,8,17,17,0,6,6,0,0,0,0,0,0,31,0,0,0,0,58,0,19,2,2,0,2,0,0,0,29,0,31,62,31,0,0,0,0,0,0,2,51,38,0,0,0,10,10,10,16,0,17,9,0,0,0,0,0,0,0,29,0,23,0,46,23,22,22,0,22,28,0,5,0,0,0,0,0,0,0,31
2018-07-01,6,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,8,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,2,0,0,29,0,0,31,31,31,0,0,0,0,0,0,0,60,13,0,0,13,11,0,11,26,9,0,0,0,0,0,0,0,0,0,29,0,23,0,0,0,0,0,0,22,23,0,5,5,0,35,0,0,0,0,31
2018-08-01,12,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,9,9,0,0,5,4,2,0,0,10,0,10,0,0,0,0,0,0,0,59,0,0,0,12,0,0,29,0,0,31,0,32,0,0,0,0,0,0,2,56,20,0,0,26,11,11,0,11,0,9,0,0,0,0,0,0,30,0,0,0,0,0,0,0,22,0,0,0,18,0,5,0,36,36,0,0,0,0,71
2018-09-01,25,0,0,0,0,0,0,0,0,34,0,0,14,0,0,0,0,8,0,0,0,11,9,5,0,0,10,0,31,0,0,0,0,0,39,0,39,0,0,0,36,0,0,0,29,0,31,31,31,0,0,0,0,0,0,0,65,26,0,0,13,21,0,0,32,17,26,9,0,0,0,19,0,0,0,0,0,0,0,0,23,22,0,0,0,23,0,5,0,0,71,0,0,0,0,55
2018-10-01,47,0,0,25,0,0,0,0,0,91,0,0,26,0,0,0,38,15,15,12,0,22,9,20,2,0,9,0,19,21,0,0,0,0,26,35,18,2,2,0,100,0,26,0,0,0,28,42,28,0,43,0,0,2,0,0,68,47,0,12,12,10,0,19,38,0,74,16,0,0,0,17,0,0,0,0,0,42,21,0,21,20,0,0,0,48,0,0,0,0,32,0,0,14,0,28
2018-11-01,33,0,0,0,0,0,0,0,0,37,0,0,23,0,0,0,41,12,0,16,0,22,14,9,2,0,20,0,20,30,0,0,15,0,28,37,37,0,0,0,53,0,0,0,0,0,90,30,45,0,0,0,0,0,0,0,68,100,0,0,12,20,10,25,25,17,29,8,0,0,0,18,0,0,0,0,0,56,22,0,22,87,21,0,21,51,0,5,5,0,0,0,0,0,0,30
2018-12-01,26,0,0,0,0,0,0,0,0,10,0,0,25,0,0,0,45,13,9,13,0,23,16,4,3,0,22,0,0,25,0,0,16,0,41,0,41,0,0,0,17,0,62,0,31,0,0,66,66,0,100,0,0,2,0,0,50,27,0,0,41,28,11,22,100,14,18,18,0,0,0,0,0,0,0,31,0,49,0,25,25,47,0,0,24,51,0,0,0,0,38,0,0,0,0,33
2019-01-01,28,0,0,0,0,0,0,0,0,9,0,0,18,0,0,0,0,20,16,28,0,33,17,2,0,0,20,0,10,52,0,0,0,0,46,37,65,2,2,0,13,0,55,83,0,0,29,0,0,0,90,0,0,2,0,0,67,31,0,0,12,20,25,15,80,12,16,8,0,0,0,36,0,56,0,42,0,33,22,22,0,21,0,0,21,70,0,10,0,68,51,0,0,15,0,15
2019-02-01,29,0,0,0,0,0,0,0,0,9,0,0,19,0,0,0,42,33,12,33,0,27,19,2,2,0,71,0,30,61,0,0,0,0,38,19,28,2,0,0,8,0,0,28,42,0,30,30,31,0,0,0,0,0,0,0,70,38,0,0,13,0,0,15,72,17,13,0,0,0,0,18,0,29,0,87,0,34,0,0,0,22,0,0,32,54,0,0,5,35,52,0,0,15,0,45
2019-03-01,25,0,0,0,0,0,0,0,0,0,0,0,13,78,0,0,39,47,12,16,0,27,19,0,0,0,48,0,10,29,0,0,0,0,36,0,18,0,0,0,5,0,27,0,40,0,29,57,29,0,43,0,0,2,0,0,60,42,0,0,12,29,10,10,44,8,8,16,0,0,0,0,0,0,0,54,0,21,0,43,22,51,0,0,21,42,0,5,5,0,33,0,0,43,0,79
2019-04-01,12,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,19,8,8,0,9,7,0,0,0,29,10,19,14,0,0,14,0,36,0,72,4,2,0,4,0,27,27,0,0,29,29,0,0,43,0,0,2,0,0,76,24,0,0,0,10,10,24,68,8,0,8,0,0,0,17,0,0,0,27,0,54,0,0,21,0,0,0,20,30,0,5,5,0,0,0,0,0,0,36
2019-05-01,9,0,0,26,0,0,0,0,0,0,0,0,9,0,0,0,40,12,16,16,0,6,4,0,0,0,10,0,0,30,0,0,0,0,18,0,28,0,0,0,4,0,0,28,0,0,0,29,0,0,0,0,0,0,0,2,62,31,0,0,0,0,10,10,30,8,0,0,0,0,18,18,0,0,0,0,0,22,0,0,0,0,0,0,21,34,0,0,0,0,0,0,0,0,0,29
2019-06-01,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,99,20,59,0,0,0,2,0,0,0,59,0,0,63,0,0,0,0,0,0,0,0,60,20,0,0,13,21,0,11,21,0,26,9,0,0,0,0,0,0,0,30,0,24,0,0,24,23,22,0,22,28,0,0,0,0,0,0,0,0,0,32
