date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,flu in new mexico,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,human temperature,high fever,spanish flu,medicine for flu,cold vs flu,influenza type a,fight the flu,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,walgreens flu shot,normal body temperature,how to treat the flu,how long does the flu last,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,flu map,treatment for flu,cdc flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature
2014-08-01,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,31,3,3,0,0,0,9,0,9,0,0,0,0,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,80,0,0,0,0,0,17,0,0,12,0,0,6,0,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,20,0,28,0,28,0,0,0,28,0,56
2014-09-01,17,0,0,0,0,0,0,0,0,23,0,0,0,0,0,35,6,2,0,2,17,0,0,13,0,0,21,0,0,0,0,0,0,0,0,0,14,42,0,0,0,0,0,0,0,49,49,0,0,38,0,0,0,0,30,0,0,16,33,0,0,18,0,0,20,0,0,0,0,0,37,0,0,27,27,27,26,18,18,0,0,0,0,0,15,27,0,0,0,0,0,0,0,0,27
2014-10-01,30,0,0,0,0,0,0,0,0,51,0,0,0,0,0,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,19,19,0,28,14,0,61,0,0,0,28,0,28,0,0,47,70,0,0,0,0,0,0,0,0,0,16,0,0,0,14,0,11,20,0,0,0,0,0,28,14,0,0,25,25,0,17,17,0,17,0,0,0,14,26,0,26,25,0,0,0,0,0,45
2014-11-01,16,0,0,31,0,0,0,0,0,31,0,0,0,0,0,25,0,5,0,0,15,9,0,9,0,22,22,0,0,0,0,31,21,15,23,15,15,23,0,0,0,31,31,0,0,0,26,51,0,0,0,0,0,63,31,0,0,0,17,0,0,28,6,0,6,0,18,0,0,0,39,31,0,0,0,83,0,0,0,0,19,0,5,0,36,28,42,28,56,0,28,0,0,0,35
2014-12-01,25,0,0,0,31,0,0,0,0,11,7,0,0,0,0,37,6,5,0,0,22,0,0,18,0,22,0,0,0,0,0,53,0,15,15,0,0,19,0,0,0,0,0,62,0,0,26,26,0,0,0,0,40,0,32,0,0,0,34,0,0,37,6,0,12,18,18,0,18,0,47,0,16,0,0,56,0,28,47,0,19,0,0,0,20,56,0,0,0,0,0,0,0,0,28
2015-01-01,29,0,0,30,0,0,0,51,100,7,0,0,0,3,0,100,12,4,0,0,38,0,0,34,8,0,42,0,0,0,0,50,40,0,14,14,14,20,0,0,0,0,30,58,0,0,0,24,24,0,0,0,77,0,60,0,0,16,16,0,16,26,12,0,12,0,35,0,0,0,22,15,15,0,0,27,0,36,36,0,18,0,10,0,69,67,0,27,26,0,0,0,0,13,40
2015-02-01,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,60,6,5,0,0,21,0,0,17,9,0,0,0,0,0,0,31,0,0,15,15,15,7,0,0,0,30,31,0,0,38,50,25,25,0,0,0,0,0,31,0,0,0,0,0,0,12,0,0,6,0,18,0,0,0,31,15,15,0,0,82,0,18,18,0,18,0,0,0,25,0,55,0,28,0,0,0,0,0,62
2015-03-01,11,0,0,0,0,0,0,0,0,7,0,7,0,0,0,55,0,10,0,0,8,0,0,8,0,0,83,0,0,0,0,49,0,0,21,0,14,7,0,0,0,58,0,0,0,48,24,24,0,37,0,0,0,0,59,0,0,0,16,0,0,32,17,0,6,0,0,0,0,0,22,0,0,0,0,39,0,18,0,17,0,0,0,0,38,26,53,0,0,26,0,0,0,0,72
2015-04-01,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,40,0,2,0,0,15,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,57,28,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,16,0,32,17,6,6,6,0,34,0,17,0,29,14,0,0,0,26,0,17,0,0,0,0,9,0,33,26,26,0,26,0,0,0,0,0,32
2015-05-01,12,0,0,31,0,0,0,50,0,0,0,7,0,0,0,38,0,2,0,0,9,17,0,9,0,0,0,0,0,0,0,30,0,14,0,29,0,4,0,0,0,30,0,30,0,0,49,0,0,0,0,0,39,0,30,0,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,15,15,0,0,0,0,18,18,0,0,0,0,0,50,0,41,0,27,0,0,0,0,0,20
2015-06-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,16,0,16,0,0,29,0,0,0,0,0,0,0,0,21,29,0,0,0,0,0,0,0,0,29
2015-07-01,3,0,0,31,0,0,0,0,52,0,0,0,0,0,0,15,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,4,0,0,0,0,0,31,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,39,15,0,0,0,0,0,19,0,0,0,0,0,0,35,0,0,0,28,0,0,0,0,0,14
2015-08-01,5,0,0,0,0,0,0,0,51,0,7,0,0,0,0,15,3,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,29,0,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,6,0,17,0,0,0,15,0,0,0,0,0,0,36,18,0,18,0,0,0,10,0,27,0,0,0,0,0,0,0,13
2015-09-01,12,0,0,0,0,0,0,0,49,13,6,0,0,0,0,49,3,4,0,0,8,0,0,8,0,0,40,0,0,0,0,58,19,0,14,0,0,21,0,0,0,0,28,0,0,23,47,24,0,0,0,0,0,0,0,0,0,16,0,0,0,6,11,0,11,0,0,0,0,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,23,26,0,0,0,52,0,0,0,0,39
2015-10-01,26,0,0,0,0,0,0,0,0,49,0,0,0,0,0,52,3,9,0,0,20,0,0,19,0,0,77,0,0,0,0,37,0,0,0,13,0,79,0,0,0,0,27,0,0,23,34,22,0,0,0,0,0,28,0,0,0,0,15,0,15,13,5,5,40,0,32,0,16,0,48,14,0,0,0,25,0,0,0,0,25,0,0,0,54,25,0,0,24,0,50,0,0,12,37
2015-11-01,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,48,3,5,0,0,11,8,0,8,0,20,40,0,0,0,0,29,0,14,0,14,0,49,0,0,0,28,28,28,0,23,47,0,0,0,0,0,0,29,0,0,0,0,0,0,16,42,0,0,20,0,17,0,0,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,33,51,26,0,0,26,0,0,0,0,26
2015-12-01,15,0,0,0,0,0,0,0,48,9,0,0,0,0,0,28,3,7,0,0,25,0,0,24,0,0,100,0,0,0,0,57,38,27,0,14,14,9,0,0,0,0,0,28,0,0,0,0,0,0,0,0,36,57,29,0,0,0,0,31,0,36,6,6,6,0,33,0,0,0,28,0,0,0,25,25,0,17,0,17,0,0,9,0,60,25,51,0,0,0,0,0,0,13,38
2016-01-01,13,0,0,0,0,0,0,0,34,4,0,0,0,0,0,33,2,7,0,0,14,0,0,6,6,0,0,0,0,0,0,13,13,0,0,10,0,9,0,0,0,0,0,19,0,24,16,0,0,0,0,0,26,0,20,0,0,0,55,0,0,18,8,8,16,0,0,0,12,0,30,0,0,0,18,35,0,24,0,0,12,0,0,0,49,45,0,18,0,0,0,0,18,0,31
2016-02-01,18,0,0,0,0,0,0,0,0,14,5,5,0,2,0,55,10,3,0,0,22,6,0,20,6,29,29,0,0,0,0,28,14,10,10,10,10,13,0,0,0,20,0,0,0,17,50,17,0,0,0,0,0,21,21,0,0,0,0,0,0,40,10,4,4,0,12,0,0,0,25,10,0,0,0,36,0,0,25,0,18,0,0,0,40,18,46,18,18,18,0,0,0,0,41
2016-03-01,20,0,0,0,0,0,0,0,32,9,0,4,0,2,0,42,6,3,0,0,25,0,0,25,5,14,0,0,0,0,0,65,13,0,19,28,14,2,0,0,0,19,0,19,0,0,47,16,16,0,0,0,25,19,39,0,0,0,21,0,11,43,4,11,8,0,34,0,22,0,29,29,0,17,34,34,17,12,35,17,46,0,6,0,60,17,17,0,51,69,0,0,0,0,30
2016-04-01,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,36,0,3,0,2,14,0,0,11,0,0,29,0,0,0,0,14,14,0,10,10,0,5,0,0,0,20,0,20,0,17,33,33,0,0,0,0,0,0,41,0,0,0,11,0,0,28,8,0,6,0,12,0,12,0,25,10,0,0,0,45,0,12,0,0,0,0,0,0,43,18,0,18,18,0,0,0,0,0,23
2016-05-01,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,29,4,0,0,0,7,6,0,12,6,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,20,0,0,0,0,42,0,17,0,0,0,0,21,21,0,0,0,0,0,0,18,4,4,4,0,12,0,0,0,20,0,0,0,0,37,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,18
2016-06-01,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,34,2,0,0,0,4,6,0,6,0,0,0,0,0,0,0,21,0,0,10,0,0,3,0,0,0,0,0,0,0,17,60,17,0,0,0,0,0,0,21,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,26,0,0,0,0,19,0,0,0,13,13,0,0,0,10,19,19,0,0,0,0,0,0,0,47
2016-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,3,0,0,6,0,15,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,17,0,0,0,0,0,0,32,0,0,0,35,0,0,6,0,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,29
2016-08-01,8,0,0,21,0,0,0,0,0,5,5,0,0,0,0,23,4,2,0,0,3,0,0,12,0,0,15,0,0,0,0,14,14,0,0,0,0,10,0,0,0,0,0,0,0,17,35,35,0,27,0,0,27,0,21,0,0,0,0,0,0,12,4,0,4,0,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,19,0,0,38,19,0,0,0,28
2016-09-01,13,0,0,0,0,0,0,0,0,16,5,0,0,2,0,51,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,21,0,0,10,0,0,29,0,0,0,0,21,41,0,17,34,0,0,0,0,0,0,0,21,0,0,11,11,0,11,12,0,4,18,0,0,0,0,0,26,0,0,0,0,19,0,25,12,12,12,0,0,0,31,19,18,19,0,0,19,0,0,0,46
2016-10-01,21,0,0,0,0,0,0,0,34,60,0,4,0,2,0,32,2,2,0,0,17,0,0,9,0,14,0,0,0,0,0,27,20,10,0,10,0,46,0,0,0,20,0,0,0,16,82,16,32,0,0,0,0,20,20,0,0,0,0,0,0,25,4,0,10,0,0,0,0,0,30,0,0,0,18,18,0,18,12,0,0,0,0,0,23,36,0,0,0,0,0,0,0,0,40
2016-11-01,17,0,0,20,0,0,34,0,0,36,4,5,0,0,0,34,6,3,0,0,19,0,0,17,0,0,0,0,0,0,0,41,0,10,10,10,0,29,0,0,0,0,20,0,0,16,17,25,0,0,0,0,0,0,20,0,0,11,0,0,0,34,4,4,12,0,12,0,0,0,40,0,0,18,36,18,0,12,0,12,0,0,3,0,26,0,0,0,0,18,18,0,18,0,31
2016-12-01,17,0,0,0,0,0,0,0,0,10,0,4,0,0,0,40,7,5,0,0,11,0,0,13,5,0,39,0,0,0,0,37,0,0,9,0,9,16,0,0,0,0,18,37,0,15,30,23,30,0,0,0,0,19,0,0,0,0,10,0,0,35,0,0,7,0,32,0,0,0,14,9,0,0,0,16,0,11,11,11,11,0,9,0,42,25,17,0,16,33,0,0,17,0,54
2017-01-01,16,0,0,0,18,0,0,0,0,0,4,4,0,0,0,47,5,5,0,0,15,5,0,10,5,13,39,0,0,0,0,37,0,9,18,0,18,16,0,0,0,36,0,36,0,15,67,15,15,0,0,0,0,0,0,0,0,10,20,10,0,22,0,5,4,0,11,0,0,0,23,0,0,0,0,33,0,11,0,22,0,0,3,0,30,33,0,17,0,16,0,0,0,0,16
2017-02-01,24,0,0,0,0,0,0,0,33,9,0,7,0,2,0,26,20,4,0,2,43,0,0,42,6,0,28,0,0,13,0,33,26,0,19,0,14,18,0,0,0,0,29,39,0,16,89,16,32,50,0,0,25,0,20,0,0,0,0,0,22,43,14,6,14,0,11,0,11,0,20,10,0,0,18,53,0,18,18,12,0,0,3,0,42,27,18,0,18,0,0,0,18,0,53
2017-03-01,18,0,0,0,18,0,30,0,45,6,4,4,0,0,0,39,12,1,0,0,19,0,0,23,5,13,13,0,0,0,0,48,0,0,0,9,0,9,0,0,0,0,0,0,0,15,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,9,0,26,0,0,0,35,9,9,0,16,32,0,16,0,11,21,0,3,0,32,16,32,16,16,0,0,0,0,0,20
2017-04-01,13,0,0,0,0,0,0,32,0,0,0,0,0,0,0,28,6,2,0,0,15,5,0,11,0,27,13,0,0,0,0,38,13,0,9,0,0,5,0,0,0,0,0,0,0,31,23,16,15,0,0,0,0,0,19,0,0,0,31,0,0,37,7,4,4,0,11,0,0,0,24,0,0,0,0,25,0,0,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,51
2017-05-01,8,0,0,19,0,0,0,0,32,0,0,4,0,0,0,25,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,26,0,0,0,9,0,5,0,0,0,0,0,0,0,16,31,31,0,0,0,0,25,19,0,0,0,0,0,0,0,26,0,0,0,0,11,0,0,0,10,0,0,0,0,26,0,0,12,0,0,0,0,0,44,17,0,0,0,17,0,0,0,0,61
2017-06-01,5,0,0,0,0,0,0,0,34,0,0,4,0,0,0,20,2,4,0,0,9,0,0,6,0,0,28,0,0,0,0,41,13,0,0,0,0,4,0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,11,0,11,14,6,0,6,0,0,0,0,0,0,10,0,0,0,18,0,12,0,0,0,0,0,0,6,18,36,0,18,0,0,0,0,0,40
2017-07-01,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,2,3,0,0,0,0,0,6,0,0,28,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,32,16,0,25,0,0,0,0,40,0,0,0,0,0,0,19,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,18
2017-08-01,6,0,0,0,0,0,0,0,0,4,0,4,0,0,0,24,0,1,0,0,6,5,0,0,0,13,13,0,0,0,0,37,0,0,9,0,0,2,0,0,0,0,0,0,0,15,45,0,15,0,0,0,0,0,0,0,0,0,10,0,0,23,0,0,5,0,0,0,0,0,27,0,0,0,16,0,0,0,0,11,0,0,0,0,15,33,0,0,0,0,0,0,0,0,33
2017-09-01,17,0,0,0,0,0,0,31,0,15,0,8,0,2,0,28,0,2,0,0,14,0,0,5,0,0,13,0,0,0,0,37,0,0,0,0,0,23,0,0,0,0,18,0,0,92,68,23,0,0,0,0,0,0,19,0,0,10,20,0,0,15,0,4,15,0,0,0,11,0,32,9,0,0,0,17,0,11,11,0,17,0,0,0,21,0,0,0,17,0,0,0,0,0,25
2017-10-01,21,0,0,18,0,0,0,0,0,22,4,4,0,0,0,46,5,1,0,1,18,0,0,10,0,0,0,0,0,0,0,60,0,0,9,9,0,54,0,0,0,35,0,0,0,15,66,22,0,0,0,0,0,0,0,0,0,10,0,0,0,21,3,0,28,10,0,0,0,0,26,0,0,16,0,0,0,11,11,0,0,0,0,0,32,16,16,0,0,0,48,0,0,0,48
2017-11-01,24,0,17,0,17,0,0,29,29,23,0,4,0,0,0,37,7,4,0,0,13,5,0,17,0,0,24,0,0,0,0,52,12,0,12,0,0,43,0,0,0,0,17,0,0,21,42,14,14,0,0,0,22,34,0,0,0,9,19,0,0,27,8,3,12,0,20,0,0,0,25,9,0,15,30,23,0,10,0,0,15,0,0,0,25,31,15,15,15,15,15,0,0,8,53
2017-12-01,34,0,17,0,17,0,0,0,83,11,4,6,0,0,0,34,13,5,0,0,37,14,0,52,0,12,47,0,0,0,0,78,17,0,0,16,8,33,0,0,0,33,16,16,0,0,20,0,14,0,0,0,0,0,25,0,0,9,9,0,36,39,8,3,18,10,24,0,10,0,16,12,8,15,15,59,0,15,10,0,10,0,8,0,57,45,15,0,22,15,15,0,0,7,37
2018-01-01,100,0,47,0,0,0,26,0,53,31,3,4,0,3,0,82,39,15,0,1,100,7,0,100,9,0,100,0,0,11,0,100,11,8,38,38,42,56,82,0,0,54,31,23,0,26,51,13,19,40,0,0,100,16,24,0,0,26,34,17,34,45,12,0,20,9,100,0,0,0,43,16,19,14,14,91,14,38,71,19,61,0,26,0,74,28,14,56,28,28,14,0,56,7,39
2018-02-01,69,0,33,17,17,0,43,29,28,11,4,7,0,0,0,71,18,9,0,1,92,7,0,57,17,0,71,0,0,11,0,79,11,24,33,40,28,32,72,0,0,25,17,0,0,0,27,34,28,85,0,0,64,34,0,0,0,0,0,18,18,35,18,10,13,10,44,0,10,0,33,13,8,0,15,67,15,46,35,10,40,0,19,0,60,23,15,45,23,15,0,0,15,0,41
2018-03-01,18,0,0,0,15,0,0,0,26,0,3,3,0,0,0,36,8,4,0,0,18,4,0,13,0,0,43,0,0,0,0,36,21,0,7,7,7,6,12,0,0,15,15,30,0,13,25,0,0,39,0,0,0,0,31,0,0,0,8,0,17,14,9,3,3,0,22,0,9,0,30,11,0,14,14,20,0,23,9,0,18,0,5,0,50,14,0,14,21,0,0,0,14,0,41
2018-04-01,11,0,0,0,0,0,0,27,0,4,4,0,0,0,0,39,5,1,0,0,14,5,0,18,5,0,11,0,0,11,0,27,0,8,8,0,0,4,6,0,0,16,0,16,0,0,39,13,0,0,0,0,0,0,16,0,0,0,0,0,0,26,6,0,0,9,18,0,9,0,47,0,0,0,14,42,21,33,19,10,10,0,5,0,47,43,0,0,0,0,0,0,14,14,28
2018-05-01,9,0,0,16,0,0,0,0,0,0,0,4,0,0,0,39,2,1,0,0,10,7,0,4,0,11,11,0,0,0,0,59,11,0,8,23,0,2,5,0,0,0,16,0,0,13,45,19,13,20,0,0,0,0,32,0,0,0,9,0,0,25,6,0,3,0,9,0,0,0,28,0,0,0,0,14,0,24,0,0,19,0,3,0,26,21,14,0,0,0,0,0,0,7,46
2018-06-01,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,32,2,0,0,0,5,0,0,7,0,11,0,0,0,0,0,22,0,0,8,0,0,4,2,0,0,0,0,0,0,13,53,0,13,0,0,0,0,0,16,0,0,0,18,0,0,33,3,0,3,0,19,0,0,0,20,0,0,0,0,0,15,0,0,0,0,0,5,0,27,15,15,0,0,0,0,0,0,0,25
2018-07-01,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,8,0,4,0,0,0,0,0,16,0,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,3,3,0,0,0,0,0,32,0,0,0,14,14,0,0,0,0,0,0,0,0,8,14,14,0,0,0,0,0,0,7,14
2018-08-01,7,0,0,0,0,0,0,0,0,4,4,4,0,0,0,27,2,3,0,0,6,0,0,4,0,0,33,0,0,0,0,37,0,0,0,0,0,13,6,0,0,0,0,0,0,13,26,0,13,0,0,0,0,16,16,0,0,0,17,0,9,19,3,3,8,0,9,0,0,0,31,8,0,14,14,14,0,10,0,0,9,0,0,0,23,14,14,14,14,0,0,0,0,0,35
2018-09-01,17,0,0,0,0,0,0,0,27,18,7,0,0,0,0,16,0,1,0,0,15,0,0,9,0,11,11,0,0,0,0,38,0,0,8,0,0,35,21,0,0,0,0,32,0,0,13,13,13,0,0,0,42,0,16,0,0,9,0,0,0,10,3,0,16,0,9,0,0,0,28,0,0,0,0,0,0,0,10,0,10,0,0,0,27,14,14,29,0,0,0,0,0,0,51
2018-10-01,35,0,0,0,0,0,0,0,26,62,0,3,0,0,0,21,3,3,0,0,29,4,0,20,0,0,22,0,0,0,0,31,21,0,15,22,7,100,27,0,0,15,15,15,0,25,31,25,13,20,0,0,0,0,0,0,0,43,0,0,17,17,3,3,18,9,13,0,0,0,31,8,0,0,0,21,0,23,9,0,56,0,3,0,20,21,0,28,14,0,69,0,14,0,31
2018-11-01,26,0,0,0,0,0,0,0,54,23,4,0,0,0,0,36,6,3,0,0,22,9,0,20,0,0,45,0,0,22,0,32,11,0,0,8,0,39,17,0,0,16,16,16,0,26,20,26,26,0,0,0,21,0,16,0,0,27,18,0,9,34,8,6,20,0,9,0,0,0,36,16,0,14,0,35,0,10,19,0,19,0,0,0,37,0,0,29,28,0,14,0,14,7,36
2018-12-01,26,0,0,16,16,0,27,27,40,4,0,5,0,0,0,50,6,5,0,0,33,0,0,23,9,0,23,0,0,11,0,75,0,8,15,0,8,22,12,0,0,0,31,16,0,65,39,26,13,0,0,0,0,16,32,0,0,18,9,0,18,50,6,3,12,9,23,0,9,0,28,16,0,0,14,14,14,10,0,10,0,0,3,0,34,43,0,29,29,14,14,0,14,7,57
2019-01-01,38,0,15,31,0,0,0,52,26,9,3,3,0,2,0,56,9,5,0,1,36,0,0,30,0,0,76,0,0,0,0,72,10,7,19,15,7,26,7,0,0,15,23,15,0,19,63,19,13,0,0,0,39,0,31,0,0,25,0,8,8,39,6,9,3,0,45,0,36,0,27,0,8,0,0,61,0,32,9,9,18,0,15,0,65,14,21,14,0,14,28,0,0,7,55
2019-02-01,34,0,16,0,0,0,0,28,41,7,7,11,0,0,0,36,23,9,0,0,48,0,0,51,9,12,69,0,0,0,0,27,11,16,8,8,8,15,4,0,0,0,48,16,0,20,60,40,27,42,0,0,0,0,17,0,0,0,0,0,18,48,13,0,6,9,38,0,0,0,20,8,8,14,14,58,0,10,15,10,10,0,5,0,75,37,15,44,15,15,0,0,29,7,51
2019-03-01,27,0,0,77,0,0,26,0,26,3,3,7,0,0,0,64,18,7,0,0,36,0,0,54,7,22,22,0,0,10,0,62,15,7,15,7,18,7,0,0,0,15,15,30,0,25,100,37,12,39,0,0,39,15,15,0,0,0,0,0,34,27,16,3,6,0,44,0,0,0,23,23,8,0,14,41,0,18,18,18,18,0,20,0,50,14,21,55,41,27,0,0,0,0,31
2019-04-01,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,41,6,1,0,0,21,0,0,18,13,11,11,0,0,11,0,21,11,15,8,8,8,5,0,0,0,31,0,16,0,13,45,32,0,0,0,0,0,16,16,0,0,0,0,0,0,28,9,6,5,0,9,0,0,0,20,8,16,0,0,63,0,14,10,19,10,0,3,0,39,14,0,14,14,0,0,0,0,7,25
2019-05-01,8,0,0,0,0,0,0,0,0,0,4,0,0,2,0,43,2,3,0,0,11,0,0,7,0,0,11,0,0,0,0,31,0,0,0,0,0,4,0,0,0,0,15,0,0,13,25,25,13,20,0,0,20,16,0,0,0,0,0,0,9,27,3,3,3,0,9,0,0,0,23,8,0,0,0,14,0,9,0,0,0,0,3,0,25,28,28,14,14,0,0,0,0,0,14
2019-06-01,5,0,0,32,0,0,0,0,27,4,0,0,0,0,0,42,2,0,0,0,6,0,0,7,0,0,0,0,0,0,0,32,0,0,0,0,0,4,0,0,0,15,0,0,0,51,26,13,13,0,0,0,0,0,0,0,0,0,0,9,9,15,3,8,0,0,0,0,9,0,23,0,0,0,14,21,0,0,9,0,0,0,0,0,23,0,14,0,0,0,0,0,0,0,25
2019-07-01,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,24,1,0,0,0,4,4,0,4,0,0,0,0,0,0,0,20,15,0,0,0,0,2,0,0,0,0,15,0,0,12,25,0,0,0,0,0,19,0,0,0,0,0,17,0,8,12,3,0,6,0,18,0,0,0,41,0,7,0,13,0,0,0,0,0,0,0,5,0,7,14,13,0,0,0,0,0,0,0,40
2019-08-01,7,0,15,0,0,0,25,0,0,3,0,0,0,0,0,23,0,3,0,1,7,0,0,4,0,10,41,0,0,0,0,10,0,7,7,0,7,6,0,0,0,0,0,0,0,12,24,12,0,0,0,0,0,15,0,0,0,0,0,0,0,13,3,0,9,9,0,0,0,0,15,0,7,0,0,13,0,9,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,0,16
2019-09-01,17,0,0,0,0,0,24,0,0,21,3,3,0,0,0,36,0,3,0,0,16,0,0,8,12,10,50,0,0,0,0,43,0,0,7,0,7,39,3,0,0,0,14,0,0,29,12,12,0,18,0,0,0,0,43,0,0,16,23,0,0,11,3,3,18,0,16,0,0,0,32,0,0,0,13,13,0,8,0,0,26,0,5,0,28,0,13,13,0,0,25,0,0,6,57
2019-10-01,35,0,0,14,0,0,0,0,0,50,3,0,0,0,0,46,7,2,0,0,26,0,0,18,0,10,10,0,0,0,0,28,19,0,7,14,7,98,2,0,0,13,28,14,0,23,34,23,0,18,0,0,0,14,14,0,0,46,8,0,8,23,4,0,22,0,8,0,16,0,24,7,0,0,0,49,0,8,0,0,33,0,2,0,37,25,19,13,12,0,0,0,0,0,47
2019-11-01,28,0,0,0,14,0,0,0,48,32,0,3,0,0,0,34,6,4,0,2,31,0,0,20,12,0,40,0,0,0,0,48,19,0,0,7,7,38,0,0,0,0,14,14,0,36,24,24,12,0,0,0,55,14,14,0,0,0,8,0,31,24,8,6,10,0,0,0,0,0,36,0,11,0,0,26,0,17,13,0,13,0,0,0,28,26,13,19,0,39,26,0,0,7,39
2019-12-01,44,0,0,0,0,0,24,0,47,6,5,3,0,1,0,56,21,8,0,0,63,8,0,58,8,10,80,0,0,19,0,76,19,14,7,0,24,33,0,0,0,42,35,14,0,12,23,23,12,73,0,0,18,14,14,0,0,16,0,0,8,37,18,0,12,0,78,0,8,0,28,14,14,13,0,57,0,30,25,13,38,0,28,0,86,19,0,32,25,25,13,0,0,6,35
