date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,flu like symptoms,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu symptoms 2018,high fever,spanish flu,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,flu in kansas,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,food poisoning,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,free flu shots,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2014-07-01,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,29,20,10,0,0,4,0,0,2,4,0,4,0,0,0,0,16,18,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,2,46,2,0,0,15,0,0,3,7,3,32,17,0,6,0,0,10,0,24,0,0,0,16,0,0,0,0,0,0,0,0,23,0,3,6,12,12,0,0,0,0,0,18
2014-08-01,8,0,0,0,0,3,0,0,1,4,0,0,0,0,0,2,23,0,29,0,0,3,0,0,1,0,4,12,0,0,0,0,22,17,0,0,8,3,0,0,1,3,0,0,0,9,0,0,0,0,0,0,4,0,43,0,2,0,35,0,14,0,8,0,20,11,0,5,0,0,0,0,27,0,15,0,0,0,0,7,0,7,0,0,7,39,0,5,3,12,12,0,12,0,0,0,39
2014-09-01,12,0,0,0,0,4,0,1,0,11,0,4,0,0,0,2,39,15,15,0,0,7,0,0,1,11,4,6,0,25,0,0,35,17,0,0,0,24,0,0,1,0,0,0,0,27,9,0,0,4,0,8,0,2,55,2,0,0,70,0,0,3,5,0,11,10,0,0,0,0,0,0,41,15,15,0,0,0,0,7,0,7,0,7,0,59,0,0,10,0,12,0,0,0,0,0,53
2014-10-01,25,0,28,0,0,12,0,0,1,43,0,0,0,1,0,3,44,30,20,0,0,7,0,0,1,14,4,8,0,6,0,0,32,26,0,9,9,56,0,0,0,0,0,0,0,18,37,0,0,0,0,4,8,0,100,0,2,0,57,0,14,8,11,3,25,64,0,0,0,0,14,0,60,15,0,0,16,0,0,11,7,0,0,22,7,38,0,6,4,0,12,12,72,11,0,7,71
2014-11-01,14,0,0,0,0,5,0,1,0,12,0,0,0,0,0,0,43,28,0,0,11,7,1,0,5,16,4,0,0,15,0,0,18,40,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,0,0,4,9,2,38,0,2,16,16,0,33,13,11,3,30,24,0,0,0,11,11,0,48,18,18,0,18,0,0,25,0,0,0,8,17,58,0,5,6,14,0,0,28,0,0,0,37
2014-12-01,34,0,0,0,0,21,1,1,2,8,0,12,0,0,0,1,53,23,28,0,0,24,2,0,6,22,4,11,0,15,7,0,44,25,0,40,20,22,0,1,0,7,7,0,0,21,10,0,0,4,0,15,7,4,35,2,5,0,16,16,49,8,45,11,18,43,12,0,18,0,0,0,53,36,90,0,0,17,13,25,8,8,8,8,42,55,5,10,8,14,21,21,0,8,8,8,45
2015-01-01,35,33,33,0,0,38,0,1,1,8,4,13,0,0,0,5,49,29,46,0,12,36,0,0,11,32,4,18,0,15,7,0,37,20,10,10,30,7,0,0,0,8,8,0,0,85,0,21,0,11,0,45,7,2,43,5,3,16,58,0,49,13,47,13,26,31,0,0,6,0,21,0,75,18,36,0,0,0,17,38,17,8,0,0,21,62,7,7,5,28,56,28,0,0,0,17,79
2015-02-01,20,0,36,0,0,20,2,0,0,5,0,0,0,2,0,2,46,38,13,0,0,17,0,0,5,15,5,5,0,8,8,0,49,38,0,11,0,4,0,0,2,4,4,0,0,46,12,12,0,10,0,19,15,0,50,5,2,0,45,0,36,5,41,18,30,7,0,0,20,0,35,0,47,0,20,0,40,0,0,28,9,9,0,0,28,62,0,4,9,15,15,0,15,9,0,0,64
2015-03-01,14,0,0,0,0,18,0,2,1,0,0,5,0,0,0,2,48,38,25,0,0,12,1,0,4,10,0,10,0,0,8,0,24,27,11,22,16,3,0,0,0,0,0,0,0,11,11,0,0,5,0,17,7,0,42,2,5,0,0,0,36,4,26,4,46,0,13,0,27,12,12,0,47,0,79,0,20,9,9,18,0,9,9,9,32,63,0,7,7,15,0,15,0,0,0,0,55
2015-04-01,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,29,55,12,0,0,10,0,0,3,14,5,5,0,8,0,0,12,32,11,21,11,3,0,0,1,4,0,0,0,22,0,0,0,0,0,5,5,0,46,0,2,0,52,0,0,12,14,7,22,7,0,0,0,0,28,0,34,0,19,0,19,9,0,18,0,9,0,0,9,52,0,7,7,15,15,15,0,0,0,0,70
2015-05-01,8,0,0,0,0,4,0,1,0,5,0,5,0,0,0,2,32,38,25,0,13,6,1,0,0,10,0,10,0,0,0,0,16,44,0,11,0,2,0,0,3,0,0,0,0,23,12,12,0,0,0,0,0,2,41,0,2,0,54,0,0,4,12,0,27,0,0,0,0,12,24,0,12,0,0,0,40,0,0,14,0,18,0,0,0,43,0,4,4,0,15,15,0,0,0,0,37
2015-06-01,4,41,41,0,0,7,0,0,0,0,0,0,0,0,0,3,39,14,14,0,0,5,0,0,2,8,6,6,0,0,0,0,18,25,0,12,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,6,5,3,34,0,4,20,20,0,0,4,6,0,42,0,0,0,0,0,0,0,13,0,0,0,22,0,0,0,0,0,0,0,0,30,0,4,4,0,0,0,0,0,0,0,57
2015-07-01,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,0,16,0,0,2,0,0,0,6,0,6,0,0,0,0,20,55,14,0,0,3,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,3,36,0,0,0,0,0,0,4,9,0,29,8,0,0,0,0,0,0,52,0,0,25,25,12,0,12,0,23,0,0,0,16,0,0,0,0,0,0,0,0,11,0,23
2015-08-01,5,43,0,0,0,5,0,0,0,11,0,0,0,0,0,0,29,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,33,0,13,0,6,0,0,2,0,0,0,0,83,0,0,0,0,0,0,0,0,48,0,0,0,22,0,21,0,17,0,23,8,8,0,0,0,0,0,42,0,0,0,0,0,0,11,0,0,0,0,0,38,0,13,0,0,0,18,0,0,0,0,27
2015-09-01,12,0,0,0,0,4,0,0,0,16,0,5,0,0,0,2,41,22,22,0,0,6,0,0,2,9,0,9,0,9,0,0,9,38,13,0,13,26,0,0,2,10,0,0,0,13,0,0,0,0,0,11,11,3,54,0,4,21,31,0,0,8,6,0,28,47,0,0,8,0,0,0,27,23,23,0,23,0,0,11,0,11,0,11,11,56,0,8,4,0,0,0,18,0,10,0,84
2015-10-01,24,0,0,0,0,8,0,0,0,55,0,0,0,0,0,2,43,23,12,0,0,6,0,0,3,9,5,5,0,0,0,0,26,31,10,20,0,59,0,0,0,0,4,0,0,11,21,0,0,0,0,0,14,0,50,0,2,0,17,0,25,3,21,7,20,75,12,0,6,11,0,0,44,0,0,0,0,0,0,9,0,8,0,26,9,56,0,3,3,0,29,14,50,0,8,0,38
2015-11-01,16,0,0,0,0,7,0,0,0,20,3,3,0,0,0,0,36,19,19,0,0,8,0,0,2,7,4,7,0,0,0,0,18,20,0,0,0,21,0,0,0,0,0,0,0,26,0,9,0,0,0,0,4,0,28,0,0,0,20,0,14,7,16,3,28,35,0,0,10,0,18,0,35,0,15,0,0,7,0,7,0,0,0,14,14,65,0,4,8,12,0,0,23,7,0,0,27
2015-12-01,10,0,44,0,0,4,0,0,0,0,0,0,0,0,0,1,27,13,31,0,0,4,1,0,0,4,0,12,0,0,0,0,18,18,0,0,0,3,0,0,1,0,3,0,0,14,0,0,0,0,0,0,2,0,19,0,1,0,15,0,11,2,12,3,12,6,3,0,0,5,0,0,22,8,8,0,8,4,0,9,7,0,0,0,7,26,0,1,3,0,0,6,0,4,0,0,17
2016-01-01,15,0,0,0,0,6,0,1,0,0,3,0,0,1,0,2,53,14,37,0,0,5,0,0,3,25,4,14,0,0,0,0,30,20,0,16,8,4,0,0,0,0,4,0,0,8,0,17,0,4,0,4,0,2,25,2,2,0,39,0,0,6,37,3,33,10,0,10,15,0,26,0,43,29,29,0,29,7,0,20,0,0,0,0,20,74,0,4,5,22,34,11,0,7,0,7,56
2016-02-01,18,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,52,58,11,0,0,12,0,0,3,13,4,4,0,7,0,0,31,23,0,9,9,5,0,0,1,0,0,0,0,39,0,0,0,0,0,8,0,0,57,0,2,15,23,15,30,9,24,6,42,11,0,0,11,0,0,0,35,17,25,0,17,8,0,16,8,8,0,0,12,59,3,3,0,26,19,13,0,0,8,0,58
2016-03-01,14,0,0,0,0,19,1,1,0,0,3,3,0,1,0,2,39,32,18,0,0,11,0,0,2,12,4,7,0,0,6,0,38,28,8,8,8,2,0,0,1,3,0,0,0,58,25,0,0,0,0,21,3,0,40,0,2,26,32,0,0,5,32,6,34,15,20,0,15,0,8,0,38,14,21,14,28,0,7,13,0,7,7,0,17,41,0,10,3,22,22,0,22,0,7,7,46
2016-04-01,10,0,29,0,0,9,0,0,1,0,0,7,0,0,0,0,45,26,10,0,10,7,1,0,2,8,4,4,0,7,0,0,13,27,0,18,9,2,0,0,0,3,3,0,0,19,19,0,0,0,0,8,12,2,49,0,2,15,30,0,15,6,27,9,30,16,0,0,11,0,10,0,34,0,0,16,16,0,7,7,0,0,0,0,15,42,3,10,0,0,38,0,0,0,0,0,67
2016-05-01,6,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,28,26,10,0,0,2,1,0,0,4,0,4,0,0,0,0,24,32,0,9,0,3,0,1,1,0,0,0,0,19,0,0,0,4,0,0,8,2,34,2,2,0,37,0,0,6,18,3,22,6,0,0,0,0,10,0,44,0,0,0,0,8,0,0,0,8,8,0,8,18,0,6,3,0,13,0,13,0,0,0,64
2016-06-01,6,0,33,0,0,5,0,0,0,0,0,4,0,0,0,1,26,12,11,0,0,1,0,0,1,9,0,5,0,0,0,0,45,10,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,2,48,0,0,0,17,0,0,0,3,5,37,0,0,0,6,0,0,0,22,0,18,0,0,0,0,8,0,8,0,0,8,33,0,3,0,14,28,0,0,0,0,0,25
2016-07-01,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,26,0,12,0,0,2,0,0,1,9,0,5,0,7,0,0,30,20,0,10,0,3,0,0,0,4,0,0,0,53,0,0,0,4,0,0,4,0,27,2,0,16,33,0,0,3,16,3,19,6,0,0,6,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,8,23,3,3,3,0,0,0,0,0,0,0,42
2016-08-01,7,0,0,0,0,2,0,0,0,4,0,4,0,0,0,1,28,21,16,0,0,4,0,0,1,8,4,6,0,0,7,0,14,9,0,0,0,3,0,0,0,0,0,0,0,29,0,10,0,0,0,0,0,0,42,0,2,15,45,0,15,9,7,0,24,0,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,15,0,0,8,36,0,3,3,0,25,13,0,0,0,0,49
2016-09-01,14,0,0,0,0,5,0,0,1,37,0,3,0,0,0,0,50,14,14,0,0,4,0,0,3,4,0,6,0,0,0,0,18,20,8,0,0,28,0,0,1,3,0,0,0,34,26,0,0,0,0,0,0,0,38,0,2,0,13,0,13,3,11,5,37,40,10,0,5,9,9,0,31,15,0,0,15,7,0,10,7,14,7,7,7,37,3,5,3,0,23,0,17,7,7,7,64
2016-10-01,21,0,0,0,0,4,0,0,1,33,3,0,0,0,0,1,39,18,23,0,0,6,0,0,2,18,0,9,0,12,6,0,18,24,0,12,16,38,0,0,0,6,3,0,0,17,8,8,0,0,0,4,4,3,33,0,2,0,13,0,0,6,17,3,29,59,5,0,5,0,9,0,30,0,21,0,0,0,0,13,0,13,0,17,10,48,0,3,4,11,22,22,61,0,7,0,46
2016-11-01,16,0,0,0,0,4,0,0,1,32,4,4,0,0,0,3,56,48,44,0,10,10,0,0,1,19,0,17,0,6,0,0,22,30,0,17,0,25,0,0,1,0,3,0,0,18,18,0,0,0,0,4,4,2,29,0,2,14,14,0,0,7,20,5,31,21,0,0,10,0,9,0,18,0,15,0,15,0,7,7,0,0,0,14,14,62,3,6,0,12,0,12,35,0,0,0,42
2016-12-01,14,0,0,0,0,8,0,0,0,0,0,3,0,1,0,1,40,45,18,0,0,10,1,0,4,7,0,7,0,6,6,0,24,20,0,8,0,11,0,1,1,0,0,0,0,17,0,0,0,4,0,5,4,2,34,2,2,13,13,0,20,5,41,6,32,10,10,5,24,0,8,0,55,14,21,0,14,0,0,13,7,13,7,0,23,75,0,4,5,22,11,0,22,10,0,0,82
2017-01-01,23,0,26,0,0,25,1,1,1,6,0,6,0,0,0,4,53,31,40,0,0,17,1,0,3,26,9,16,0,6,0,0,40,39,0,23,23,15,0,0,0,7,3,0,0,49,8,25,0,3,0,22,7,2,36,2,3,0,13,13,13,9,55,5,49,5,0,0,14,0,17,0,42,0,35,0,21,0,13,16,10,16,7,7,26,59,3,4,2,32,11,11,11,13,6,6,61
2017-02-01,37,28,0,0,0,55,1,0,1,10,3,7,0,0,0,2,56,33,10,0,19,31,1,0,6,34,9,4,0,16,0,0,56,33,8,17,42,11,0,1,2,0,8,0,0,70,0,0,0,6,0,78,7,3,45,3,6,21,41,0,27,15,55,9,51,26,10,0,31,9,18,0,58,15,45,0,15,0,18,32,7,14,7,0,39,87,0,4,3,23,12,23,0,14,10,10,80
2017-03-01,15,0,0,0,0,19,2,0,1,3,0,6,0,0,0,2,49,26,22,0,9,13,1,0,5,13,0,8,0,0,0,0,33,26,0,0,8,3,0,0,1,0,3,0,0,55,8,0,0,0,0,20,8,0,41,0,2,0,25,0,37,5,35,11,44,5,9,0,5,0,0,0,52,0,34,14,14,6,9,25,0,0,0,0,13,53,2,2,5,10,21,21,0,0,6,0,62
2017-04-01,8,0,26,0,0,8,0,0,1,3,0,0,0,0,0,2,36,18,9,0,0,5,0,0,3,7,7,4,0,6,0,0,17,23,0,16,8,3,0,0,0,3,0,0,0,58,8,0,0,0,0,10,17,2,35,0,0,25,32,0,13,8,28,0,38,10,0,0,10,0,0,0,42,0,28,0,28,0,0,27,0,0,0,7,13,51,0,4,3,11,0,0,11,0,0,0,62
2017-05-01,7,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,33,48,19,0,0,3,1,0,2,9,0,8,0,0,0,0,15,46,0,0,8,2,0,0,0,0,0,0,0,9,9,0,0,4,0,0,0,2,45,2,0,0,21,0,27,5,19,3,26,0,5,0,5,0,9,0,45,0,30,0,15,0,0,0,7,7,0,0,14,50,0,5,5,12,0,12,0,0,7,0,52
2017-06-01,6,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,26,17,9,0,9,4,0,0,1,0,0,3,0,0,0,0,8,34,0,0,0,0,0,0,0,3,0,0,0,48,24,8,0,0,0,3,3,0,25,0,0,25,0,0,12,2,9,2,23,14,0,0,5,0,0,0,24,0,0,0,14,0,0,6,6,6,0,0,6,21,0,2,2,0,10,0,0,0,6,0,31
2017-07-01,7,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,21,9,19,0,9,4,0,0,1,5,0,7,0,0,0,0,12,12,0,0,0,2,0,0,0,0,0,0,0,43,9,0,0,0,0,4,0,0,37,0,0,0,27,0,0,5,13,0,35,10,0,5,0,0,9,0,17,15,0,0,15,0,0,10,0,7,0,0,0,22,0,0,3,0,11,0,0,0,7,7,34
2017-08-01,5,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,24,12,19,0,8,3,1,0,1,0,3,8,0,10,0,0,15,20,0,7,0,4,0,0,1,0,3,0,3,7,0,0,0,0,0,0,0,1,27,0,4,0,11,0,0,4,12,2,17,8,4,0,0,14,0,0,22,0,0,0,0,0,0,0,6,0,0,6,0,21,0,3,2,0,19,9,9,0,0,0,28
2017-09-01,12,22,0,0,0,5,1,0,0,25,3,3,0,0,0,1,24,8,8,0,8,5,0,0,3,4,0,3,0,0,0,0,17,20,0,0,0,24,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,1,36,0,0,11,22,0,0,3,7,2,23,24,0,0,4,14,7,0,39,0,0,0,24,0,0,0,0,0,0,17,6,34,0,0,4,18,18,0,0,0,0,0,41
2017-10-01,19,0,0,0,0,5,1,0,0,44,3,5,0,0,0,1,35,11,18,0,7,6,1,0,2,8,3,7,0,0,0,0,28,22,0,0,13,53,0,0,0,2,4,0,0,0,13,7,0,0,0,6,6,1,32,0,0,0,30,0,21,3,18,4,25,42,0,0,4,7,7,0,57,0,23,0,11,5,0,11,0,5,0,13,5,33,2,3,4,9,0,9,39,0,0,0,44
2017-11-01,20,0,0,0,0,8,0,1,0,13,0,0,0,0,0,3,48,26,22,0,9,9,0,0,3,17,7,9,0,6,0,0,37,38,0,15,12,33,0,0,0,7,3,0,0,32,8,0,0,0,0,5,7,3,37,0,2,13,25,0,13,7,37,7,31,14,9,5,5,17,8,0,37,0,14,0,14,0,6,26,6,0,0,6,6,64,2,6,10,11,11,11,32,6,6,0,70
2017-12-01,33,0,56,0,0,27,1,0,2,14,0,7,0,3,0,0,58,24,97,0,0,21,2,0,7,17,8,38,0,6,9,0,38,30,8,17,9,17,0,2,3,3,5,0,0,45,9,27,0,4,0,24,8,4,49,2,4,0,42,0,21,5,72,7,65,32,21,0,21,0,9,0,32,30,30,0,15,0,7,25,7,11,7,0,25,83,3,8,11,23,35,24,18,7,10,7,52
2018-01-01,100,0,52,0,0,100,4,1,1,40,7,7,0,1,0,5,100,55,100,0,9,100,2,0,25,100,7,39,0,15,12,0,100,32,8,44,40,43,0,2,9,9,9,0,100,67,8,33,0,12,0,99,16,5,62,6,12,13,52,33,72,31,100,17,41,59,29,5,64,9,68,0,72,14,72,29,0,7,20,100,7,7,17,17,100,89,4,22,5,55,89,50,17,26,20,20,89
2018-02-01,99,0,0,0,0,98,7,1,1,18,0,0,0,2,0,3,91,53,73,0,0,83,1,0,22,74,8,29,0,22,13,0,88,55,38,25,47,29,0,1,9,14,6,0,73,45,9,18,0,11,0,100,19,4,66,5,8,0,49,14,90,49,66,26,30,47,26,0,42,23,82,0,100,23,69,46,15,18,25,75,7,14,11,7,53,73,6,14,4,41,95,24,12,28,28,7,74
2018-03-01,24,0,0,0,0,27,1,1,2,3,7,0,0,0,0,4,46,32,50,0,0,20,1,0,8,22,4,20,0,6,0,0,27,28,0,16,24,4,0,1,1,0,3,0,18,25,8,8,0,5,0,30,5,2,67,2,2,13,39,0,39,13,37,8,45,15,15,0,20,9,13,0,60,15,29,0,15,0,7,13,14,0,0,0,17,51,0,5,0,28,11,17,11,7,7,7,66
2018-04-01,11,0,0,0,0,10,1,0,0,0,3,3,0,0,0,1,40,37,28,0,0,7,0,0,2,11,0,11,0,12,0,0,15,32,0,25,0,3,0,0,0,3,0,0,5,52,9,0,0,0,0,14,4,2,64,0,2,0,26,0,13,11,25,4,39,15,0,5,0,9,13,0,35,0,0,15,15,0,0,0,0,7,0,0,14,59,0,5,0,0,11,0,0,7,7,0,71
2018-05-01,8,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,31,24,10,0,0,4,0,0,2,4,0,4,0,0,0,0,22,29,0,8,0,1,0,0,1,0,0,0,0,26,9,0,0,0,0,4,4,4,43,0,0,0,21,0,14,7,12,3,33,0,0,0,0,0,0,0,14,0,0,0,15,0,0,7,0,7,0,0,0,48,3,3,5,0,12,0,0,0,0,0,35
2018-06-01,5,0,0,0,0,3,1,0,1,0,0,4,0,0,0,1,23,21,10,0,0,2,0,0,1,4,4,4,0,0,0,0,33,36,0,9,0,3,0,0,0,0,0,0,0,37,0,0,0,4,0,0,4,2,35,2,0,0,15,0,0,6,6,0,39,11,0,0,0,0,0,0,48,0,0,0,16,0,0,0,0,8,0,0,0,37,3,0,0,13,0,0,0,0,0,0,41
2018-07-01,6,0,29,0,0,2,0,0,0,0,4,0,0,0,0,0,23,10,0,0,0,4,0,0,2,4,0,0,0,0,0,0,33,9,0,9,0,2,0,0,0,0,3,0,3,37,0,0,0,0,0,4,0,4,40,0,2,14,0,0,0,6,10,3,30,0,5,0,5,0,0,0,24,0,0,0,0,0,0,7,0,15,0,0,7,20,0,3,3,0,25,0,0,0,0,0,25
2018-08-01,6,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,29,10,29,0,0,2,0,0,0,4,4,11,0,0,0,0,25,37,0,0,0,7,0,0,1,3,3,0,3,9,18,9,0,0,0,4,0,2,45,0,3,0,14,0,14,8,8,0,39,10,0,0,0,0,0,0,13,0,15,0,15,7,0,7,0,0,0,0,0,31,0,5,0,12,0,0,0,0,0,0,24
2018-09-01,17,0,0,0,0,5,0,0,1,46,0,4,0,0,0,3,31,15,19,0,0,7,0,0,1,13,0,8,0,0,0,0,28,21,8,9,0,35,0,0,1,6,0,0,0,18,9,9,0,0,0,8,4,0,50,0,2,0,14,14,14,3,22,5,33,16,10,5,0,9,9,0,45,0,0,0,0,7,0,11,14,14,0,18,0,50,0,8,3,0,24,12,12,7,7,0,60
2018-10-01,44,0,27,0,0,10,1,0,0,84,3,0,0,0,0,0,44,28,9,0,0,12,1,0,4,15,0,4,0,18,0,0,30,41,8,24,12,98,0,0,2,3,3,0,9,34,0,0,0,0,0,4,4,2,57,0,2,0,27,13,13,8,18,0,27,100,10,0,5,0,17,0,39,0,15,0,0,7,7,7,0,14,0,61,7,37,0,3,0,0,39,11,40,7,13,7,50
2018-11-01,27,0,0,0,0,9,0,1,1,27,3,0,0,0,0,1,46,42,37,0,0,13,1,0,2,13,7,15,0,6,0,0,33,28,0,24,8,44,0,0,1,6,5,0,6,26,9,17,0,4,0,7,4,3,39,2,2,0,40,0,13,8,48,7,27,30,0,0,10,0,9,0,43,0,15,15,0,0,14,14,7,14,0,24,20,63,3,3,3,11,28,0,34,7,0,0,50
2018-12-01,26,0,0,0,0,10,0,1,0,10,0,7,0,0,0,1,62,28,28,0,0,15,0,0,5,11,0,11,0,0,9,0,55,50,0,33,12,20,0,0,3,3,0,0,12,9,26,0,0,0,0,11,4,2,47,0,3,0,20,13,20,8,76,11,47,15,15,5,41,0,9,0,58,0,15,15,0,0,7,21,0,7,14,7,45,80,0,8,7,12,29,11,17,7,7,7,38
2019-01-01,33,0,52,0,0,28,2,0,1,13,3,10,0,0,0,2,62,45,31,0,0,24,0,0,5,34,4,12,0,12,0,0,55,16,12,35,16,16,0,0,2,6,3,0,0,25,8,17,0,3,0,25,10,2,48,2,4,13,26,0,32,13,63,8,27,10,5,0,5,8,17,0,38,14,14,14,43,7,20,20,0,13,0,7,23,100,3,12,8,16,38,0,22,13,7,13,59
2019-02-01,31,0,55,0,0,46,2,0,0,0,0,7,0,0,0,2,67,72,48,0,10,24,0,0,11,28,4,19,0,12,0,0,50,29,17,25,21,12,0,0,5,5,9,0,0,62,35,9,0,4,0,58,7,4,68,2,2,14,21,14,55,23,57,7,46,10,0,0,41,9,14,0,54,15,53,0,23,7,21,14,7,7,14,0,42,55,3,7,8,35,70,23,12,7,7,0,63
2019-03-01,30,0,0,0,0,44,1,1,1,3,7,3,0,0,0,3,55,55,23,0,0,23,2,0,8,22,5,9,0,12,6,0,72,56,0,24,28,8,0,1,2,3,3,0,0,42,0,17,0,5,0,50,14,0,44,3,2,0,27,0,26,13,40,9,50,15,15,5,49,8,26,0,73,14,100,0,29,7,24,17,7,7,21,0,54,54,0,3,3,17,73,11,0,10,14,13,57
2019-04-01,9,0,28,0,0,13,1,0,1,3,0,0,0,0,0,2,41,29,19,0,0,9,0,0,3,19,8,8,0,0,0,0,34,29,8,0,8,2,0,0,0,3,0,0,0,9,26,9,0,0,0,9,7,5,50,0,2,0,27,0,27,5,22,3,28,5,0,0,0,0,18,0,22,0,15,0,15,0,7,7,0,7,7,0,7,52,0,5,5,12,23,0,0,0,14,7,73
2019-05-01,7,0,28,0,0,5,0,1,0,3,0,3,0,0,0,5,33,28,10,0,9,7,0,0,2,4,4,4,0,0,6,0,31,16,0,12,0,1,0,0,1,3,0,0,0,26,26,0,0,4,0,11,7,5,43,2,3,13,13,0,13,5,16,4,33,5,0,0,5,0,9,0,36,0,15,0,0,7,0,7,0,7,0,0,7,54,3,0,3,11,11,0,0,0,0,0,48
2019-06-01,7,0,0,0,0,2,0,0,0,0,4,4,0,0,0,1,37,16,16,0,0,3,0,0,1,4,4,6,0,0,0,0,27,18,0,14,0,3,0,0,1,0,3,0,0,19,10,0,0,0,0,4,4,0,39,0,2,0,22,0,15,3,13,3,33,11,0,0,0,0,0,0,39,16,0,0,16,0,0,8,0,8,0,0,15,38,0,0,7,0,0,0,0,0,0,7,22
2019-07-01,6,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1,35,31,20,0,0,3,0,0,1,6,4,8,0,0,0,0,30,22,0,0,0,2,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,2,51,0,2,0,15,15,0,4,11,3,29,5,0,0,11,0,28,0,28,0,0,0,16,0,0,8,0,0,8,0,15,29,0,3,3,12,12,12,0,0,7,0,33
2019-08-01,7,0,0,0,0,5,0,0,0,7,0,0,0,1,0,2,27,14,0,0,0,2,0,0,1,7,0,0,0,0,0,0,22,17,0,0,0,8,0,0,0,6,3,0,0,9,0,0,0,4,0,15,0,0,41,2,3,14,14,0,14,3,17,3,32,15,0,0,5,0,0,0,27,0,0,0,15,0,0,0,0,7,0,7,7,43,0,0,5,0,23,0,0,0,0,0,31
2019-09-01,18,0,0,0,0,10,0,0,0,26,3,0,0,0,0,2,50,40,36,0,0,8,1,0,2,4,0,14,0,0,0,0,26,55,0,0,0,34,0,0,0,3,3,0,0,16,16,0,0,0,0,3,3,2,54,0,0,0,39,13,26,9,19,5,37,24,5,0,0,8,0,0,67,0,0,14,0,7,0,7,7,7,7,13,0,54,0,3,4,22,11,0,33,0,6,0,62
2019-10-01,44,0,25,0,0,8,0,1,1,100,0,0,0,1,0,3,56,35,47,0,0,13,1,0,5,10,7,19,0,11,0,0,14,23,0,8,8,100,0,0,0,4,0,0,0,39,39,0,0,0,0,7,10,2,46,0,3,12,37,0,12,7,32,6,33,78,9,0,5,0,8,0,48,0,20,0,0,13,0,19,0,6,6,73,6,78,2,2,5,10,26,16,100,6,0,0,41
2019-11-01,25,0,0,0,0,10,1,0,1,36,0,0,0,0,0,2,77,40,31,0,9,13,0,0,6,12,0,12,0,0,0,0,32,28,0,12,12,40,0,0,1,3,3,0,0,41,17,8,0,0,0,7,3,0,41,0,3,13,38,13,19,6,38,5,35,34,10,0,10,8,8,0,46,14,28,0,0,7,7,0,0,7,0,13,16,81,0,0,8,0,33,11,60,7,6,6,52
2019-12-01,41,0,26,0,0,36,1,0,1,6,3,3,0,1,0,2,85,54,58,0,9,38,1,0,13,32,7,23,0,12,6,0,58,35,8,16,27,27,0,1,6,7,3,0,0,41,8,8,0,3,0,17,10,3,40,2,3,13,26,0,51,18,73,14,47,14,19,5,19,25,29,0,54,14,64,28,14,7,20,30,13,13,10,20,36,97,0,13,3,22,44,33,11,10,6,6,62
