date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,oklahoma flu,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu type a,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,flu a symptoms,influenza symptoms,how to treat flu,reduce fever,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,flu in oklahoma,swine flu,flu cough,over the counter flu,contagious flu,what to do if you have the flu,signs of flu,over the counter flu medicine,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,what is the flu,oscillococcinum,flu medicine,flu remedies,flu complications,signs of the flu,how to get rid of the flu,body temperature
2014-08-01,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,29,2,6,0,0,0,5,0,0,1,6,3,5,0,0,0,6,17,13,0,0,0,2,0,0,0,5,0,5,5,23,30,0,0,0,0,7,0,0,17,0,0,6,0,6,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,1,3,1,0,0,0,27,6,0,12,0,10,0,0,0,0,15
2014-09-01,9,0,0,0,0,5,0,0,9,0,15,0,0,1,0,43,5,7,3,0,2,6,0,0,2,5,2,6,0,0,0,3,28,38,0,8,0,20,0,0,0,0,0,3,0,9,54,9,0,0,4,6,0,10,0,0,0,11,0,17,4,12,3,4,3,4,0,4,0,8,0,21,0,0,0,0,6,0,1,2,0,0,1,0,28,3,10,3,0,0,0,0,6,0,50
2014-10-01,19,0,27,0,0,0,8,4,12,12,12,0,0,0,0,39,5,7,8,0,0,11,0,0,2,6,2,6,0,6,0,3,17,37,0,12,0,59,0,0,0,0,5,9,7,7,56,0,0,3,0,7,3,0,0,0,0,22,0,17,3,15,2,3,5,3,0,4,0,9,0,37,0,3,0,0,10,0,2,3,0,1,2,0,34,0,6,3,0,5,0,0,5,4,58
2014-11-01,12,0,0,0,0,5,0,5,5,16,31,0,0,0,0,59,8,6,8,0,2,11,0,0,3,7,0,5,0,4,4,0,9,24,0,0,0,17,0,0,2,6,3,3,3,10,43,0,0,0,0,4,0,0,0,0,0,18,0,8,0,16,3,6,8,0,4,8,0,6,0,33,6,3,0,3,10,1,2,2,0,0,3,0,32,11,4,4,0,13,7,7,0,0,72
2014-12-01,24,0,45,0,0,5,5,5,12,0,46,0,31,0,0,57,15,15,15,0,2,25,0,0,6,19,3,13,4,11,4,0,41,47,0,0,39,22,0,0,0,6,16,9,6,14,47,9,0,4,4,19,12,10,0,10,0,4,4,19,15,25,5,7,3,9,0,31,4,11,0,13,11,13,9,3,38,2,3,33,0,2,13,0,49,7,11,14,7,19,13,0,6,5,84
2015-01-01,29,0,40,20,0,4,4,0,30,13,34,0,13,1,0,63,23,13,34,0,0,35,0,0,9,27,2,11,2,17,14,3,38,21,14,34,0,12,0,0,1,4,17,7,10,8,49,21,0,7,0,36,11,18,27,18,0,17,3,42,8,24,11,15,7,13,8,37,3,24,5,28,12,22,0,6,25,3,7,40,1,3,16,0,48,9,9,28,9,23,17,0,23,0,51
2015-02-01,16,0,22,22,0,5,5,0,9,0,22,0,29,0,0,64,13,12,16,0,0,20,1,0,5,19,2,10,2,14,10,3,36,52,0,15,15,5,0,0,0,11,18,3,4,13,45,18,0,4,0,12,8,0,20,10,0,7,0,11,9,28,4,12,3,11,4,36,0,15,5,26,10,15,0,0,18,2,6,21,2,1,15,0,47,3,7,7,3,19,6,0,6,4,56
2015-03-01,9,0,21,21,0,0,0,0,11,14,0,0,14,0,0,47,6,7,3,0,2,8,0,0,3,11,0,6,0,5,3,3,21,50,0,7,7,4,0,0,0,0,5,3,3,17,34,21,0,4,0,8,8,19,9,0,0,12,0,9,12,18,11,0,4,3,3,12,0,0,0,29,5,6,0,3,20,2,2,12,1,3,5,0,35,3,13,7,3,18,6,6,6,0,45
2015-04-01,5,0,0,0,0,0,0,4,9,34,0,0,14,0,0,42,2,2,4,0,0,6,0,0,1,7,2,2,0,0,0,6,10,14,7,0,7,3,0,0,0,8,0,2,10,13,25,8,0,4,0,7,11,0,9,0,0,5,0,14,0,13,4,2,2,3,0,5,0,7,0,22,5,0,0,0,14,1,2,2,0,1,2,0,30,3,3,3,0,12,0,0,0,0,33
2015-05-01,3,0,0,0,0,0,4,0,0,14,14,0,14,1,0,28,2,4,4,0,2,3,0,0,1,4,4,4,2,3,3,0,8,35,0,7,0,2,0,0,0,3,0,0,3,17,38,9,0,4,0,4,4,0,0,9,0,3,0,7,0,5,0,2,2,3,0,3,0,0,0,22,5,3,0,3,0,1,1,3,1,0,1,0,30,0,3,3,0,6,0,0,0,0,47
2015-06-01,3,0,0,0,0,0,0,0,0,16,33,0,0,0,0,28,3,5,2,0,2,4,0,0,1,2,0,4,0,0,0,4,19,8,0,0,0,2,0,0,1,0,0,0,3,10,35,10,0,0,0,9,4,0,0,0,0,15,0,6,4,12,0,0,0,8,0,4,0,0,6,26,0,0,0,3,3,0,2,1,1,0,2,0,27,8,0,0,8,0,0,0,0,0,25
2015-07-01,3,0,0,0,0,0,0,0,9,28,28,0,0,2,0,31,0,4,4,0,0,3,0,0,0,9,0,4,0,0,0,0,13,86,0,0,0,2,0,0,0,5,0,0,0,0,52,0,0,0,8,8,0,0,0,0,0,7,0,14,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,6,0,2,0,0,0,0,0,20,7,7,7,0,0,0,0,0,0,43
2015-08-01,4,0,0,0,0,0,0,0,0,0,54,0,0,2,0,36,4,4,4,0,4,3,0,0,2,7,3,3,0,0,6,6,25,55,0,0,0,3,0,0,0,0,0,0,0,33,33,33,0,0,0,7,7,0,0,0,0,0,0,14,0,23,0,0,7,0,0,0,0,9,0,19,0,0,0,0,5,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,57
2015-09-01,7,0,0,0,0,0,0,0,24,25,0,0,0,2,0,48,2,4,13,0,0,3,0,0,1,3,3,3,0,6,0,0,15,64,0,13,0,20,0,0,0,5,0,5,0,16,70,0,0,0,0,7,0,0,17,0,0,10,0,16,6,9,0,4,4,0,0,0,0,9,0,49,9,0,0,0,10,0,1,1,0,0,0,0,35,30,12,12,0,11,0,0,0,0,74
2015-10-01,17,0,0,0,0,0,0,8,23,25,0,0,0,2,0,55,6,7,24,0,0,6,0,0,2,0,6,6,0,6,0,0,23,25,0,0,0,61,0,0,0,7,0,7,9,45,67,15,0,0,0,7,7,0,0,0,0,6,0,24,6,9,4,4,0,6,0,0,0,0,0,34,0,0,0,0,10,0,4,3,0,0,0,0,46,0,6,23,0,0,21,0,0,0,71
2015-11-01,11,0,0,0,0,0,0,0,24,50,50,0,0,0,0,65,8,8,13,0,4,6,0,0,3,5,0,6,0,9,6,0,15,26,0,0,13,27,0,0,0,5,0,0,9,15,62,15,0,0,0,7,7,0,17,0,0,16,0,6,6,15,4,7,4,6,0,6,0,18,0,13,18,0,0,5,21,0,1,2,1,0,3,0,57,12,24,0,6,0,0,0,0,0,61
2015-12-01,9,0,0,37,0,0,0,0,0,0,25,0,25,0,0,62,6,9,4,0,0,11,0,0,2,5,0,8,0,17,6,6,20,25,0,0,0,12,0,0,0,7,5,0,0,15,68,15,0,7,0,0,7,0,0,17,0,16,0,16,19,30,4,9,4,9,0,6,0,13,0,43,26,0,0,0,10,0,1,5,2,0,2,0,59,6,6,0,0,0,0,0,0,0,49
2016-01-01,8,0,0,0,0,0,0,0,12,36,54,0,0,0,0,54,4,7,14,0,3,9,0,0,2,6,5,6,0,4,0,0,32,37,0,0,0,7,0,0,0,3,0,3,3,22,44,11,0,0,0,7,5,0,12,0,0,9,0,7,5,17,3,13,10,0,0,0,0,6,0,41,6,0,0,4,19,0,2,4,1,2,0,0,57,0,0,13,4,15,0,0,0,0,58
2016-02-01,10,27,0,27,0,0,0,6,6,0,28,0,18,0,0,71,4,11,6,0,0,10,1,0,2,5,7,9,0,0,4,0,19,56,0,0,0,6,0,0,0,7,3,0,0,11,79,11,0,0,5,0,5,12,12,0,0,9,5,7,9,29,8,10,6,4,4,11,0,6,0,36,6,4,0,4,11,2,1,6,1,0,5,0,58,4,9,0,4,8,8,0,16,6,62
2016-03-01,8,26,52,0,0,0,0,0,6,18,0,0,18,0,0,50,8,3,8,0,3,10,0,0,3,2,4,2,2,4,4,0,20,45,0,0,9,3,0,0,1,0,7,3,0,27,43,11,0,5,5,5,5,0,24,0,0,9,0,22,9,20,5,3,6,0,4,13,0,6,0,22,0,7,0,0,4,1,1,8,1,0,5,0,49,0,12,0,0,22,0,0,0,0,35
2016-04-01,6,0,27,0,0,11,0,0,9,36,27,0,0,0,0,39,2,4,3,0,0,6,0,0,1,7,0,3,0,4,0,0,17,46,0,0,9,3,0,0,0,3,7,3,7,11,11,11,0,0,0,5,0,0,24,0,0,5,0,7,5,16,5,3,16,0,0,4,4,6,0,19,13,0,0,0,4,1,1,6,0,0,2,0,31,8,8,8,0,8,0,0,0,0,33
2016-05-01,5,0,0,0,0,0,0,0,0,0,36,0,0,1,0,31,2,4,7,0,0,4,0,0,1,5,0,3,0,0,0,0,11,18,0,0,0,1,0,0,0,3,3,0,0,11,50,0,0,0,0,5,0,12,0,0,0,5,0,14,5,8,3,3,0,0,0,9,0,6,0,19,0,0,0,4,7,0,1,2,0,0,4,0,27,0,4,4,0,8,0,0,8,0,28
2016-06-01,2,0,0,0,0,0,0,6,0,19,19,0,0,0,0,26,1,3,4,0,3,2,0,0,1,2,2,2,0,0,0,0,11,39,0,0,0,2,0,0,0,4,0,4,0,12,53,0,0,0,0,0,0,0,0,0,0,7,0,0,5,7,3,0,0,5,0,5,0,0,0,33,0,4,0,0,0,0,2,2,0,0,2,0,26,0,0,0,0,0,0,0,0,0,35
2016-07-01,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,26,2,4,3,0,3,2,0,0,1,4,5,3,0,0,0,0,9,9,0,0,0,1,0,0,0,7,0,3,3,34,28,0,0,0,0,5,5,0,0,0,0,9,0,7,0,6,0,0,3,0,0,0,0,6,0,32,0,0,0,0,0,0,2,1,0,0,0,0,17,0,4,0,0,0,0,0,0,0,37
2016-08-01,3,0,0,0,0,0,0,0,0,18,18,0,0,0,0,26,2,0,0,0,0,4,0,0,1,4,2,0,0,0,0,0,11,19,0,9,0,4,0,0,0,3,0,3,0,23,34,11,0,0,0,5,0,0,12,0,0,0,0,7,0,6,0,0,0,4,4,4,0,7,0,10,0,0,0,0,8,0,0,0,1,0,2,0,18,0,0,0,0,0,0,0,0,0,25
2016-09-01,8,0,0,0,0,6,0,0,8,17,17,0,0,0,0,61,2,3,6,0,3,4,0,0,1,6,0,2,0,4,0,0,8,36,0,18,0,19,0,0,0,3,0,0,3,21,11,0,0,0,0,5,0,0,0,0,0,13,0,11,4,3,5,3,3,0,4,4,0,12,0,46,0,0,0,0,4,0,1,1,0,0,2,0,24,0,4,8,0,7,7,0,7,5,32
2016-10-01,15,0,0,0,0,0,0,0,16,17,18,0,0,0,0,36,8,5,10,0,5,8,0,0,3,9,0,4,0,6,0,4,14,27,9,18,0,48,0,0,0,3,0,0,3,32,64,0,0,5,5,14,0,0,0,12,0,4,0,11,0,12,6,5,3,4,0,6,0,0,0,30,0,4,0,4,14,0,2,2,1,0,3,0,30,0,4,8,0,7,0,0,0,0,45
2016-11-01,10,0,0,25,0,0,5,0,16,17,0,0,17,0,0,45,2,3,8,0,0,7,0,0,1,5,3,2,0,6,4,0,26,44,0,0,17,26,0,0,0,3,3,6,3,11,31,21,0,0,0,0,5,0,12,0,0,9,0,15,4,14,6,8,3,0,0,8,0,15,6,24,12,4,0,0,14,1,2,3,0,0,3,0,43,8,0,0,0,0,7,0,14,0,44
2016-12-01,12,50,0,0,0,5,0,5,11,0,34,0,17,0,0,52,7,11,3,0,0,9,0,0,3,5,2,10,0,4,4,0,39,35,0,9,9,11,0,0,0,3,5,6,0,10,41,0,0,0,0,9,4,0,23,0,0,6,0,11,6,37,6,4,0,4,0,14,0,23,0,21,9,7,0,0,7,0,2,8,1,0,6,0,50,0,8,8,0,7,7,14,0,5,44
2017-01-01,22,0,23,47,0,5,0,10,8,0,32,0,32,1,0,54,19,11,14,0,2,23,0,0,8,24,2,9,4,7,4,4,54,57,8,32,24,11,0,0,1,3,21,4,0,29,59,29,0,4,0,9,4,32,11,11,0,18,8,14,14,45,21,14,6,17,4,33,4,11,0,50,14,10,0,7,13,4,6,14,1,2,14,0,64,15,15,26,0,20,20,0,7,0,51
2017-02-01,42,0,62,25,0,5,5,11,16,0,51,0,76,1,0,68,33,11,54,0,0,40,0,0,13,31,4,10,2,18,6,4,50,43,0,26,26,17,0,0,2,9,47,9,5,21,78,36,0,9,5,32,18,0,23,23,0,21,4,30,32,50,22,18,0,16,8,41,6,48,0,36,9,10,3,3,42,2,15,45,3,3,17,0,72,12,4,8,20,71,36,0,14,0,70
2017-03-01,17,0,33,22,0,0,0,0,10,0,30,0,45,0,0,50,14,10,10,0,0,15,0,0,6,17,2,8,4,7,5,0,25,45,15,8,0,5,0,0,1,6,12,3,11,27,41,14,0,0,4,14,4,20,10,0,0,9,0,23,15,25,10,7,0,9,4,18,0,13,0,37,5,12,0,0,12,2,4,12,0,2,8,0,48,3,7,7,0,13,0,0,0,0,62
2017-04-01,7,0,0,0,0,0,0,5,8,0,16,0,0,0,0,43,6,7,4,0,0,8,0,0,2,8,2,6,2,7,4,4,13,49,0,0,8,2,0,0,0,3,6,3,0,44,39,0,0,4,0,13,9,0,0,11,0,6,0,20,4,15,0,3,3,4,0,23,0,11,0,25,0,0,0,3,3,1,4,3,1,0,10,0,40,7,7,7,0,0,7,7,7,0,34
2017-05-01,4,0,0,0,0,0,0,0,5,17,17,0,0,0,0,41,1,0,3,0,8,2,0,0,0,5,0,0,2,4,0,4,10,34,0,0,0,1,0,0,0,0,0,0,3,26,36,10,0,5,0,0,5,0,11,0,0,15,0,0,4,9,3,6,0,0,0,4,0,6,0,36,6,3,0,0,3,0,0,1,0,0,2,0,31,0,0,4,0,0,0,0,7,0,41
2017-06-01,3,0,0,0,0,0,0,0,8,0,27,0,0,1,0,23,2,3,3,0,0,2,0,0,1,2,0,2,0,0,0,0,17,9,0,0,0,2,0,0,0,3,0,0,3,0,33,16,0,0,0,0,5,0,0,0,0,9,0,7,0,20,3,0,0,0,0,9,0,0,0,28,0,0,0,4,4,0,1,0,0,2,4,0,21,0,0,0,0,0,0,0,0,0,35
2017-07-01,3,0,0,0,0,0,0,0,6,0,0,0,18,0,0,33,3,3,7,0,0,1,0,0,1,7,4,2,0,0,4,0,18,27,0,0,0,1,0,0,0,0,0,0,0,21,11,0,0,0,0,5,0,0,23,0,0,9,0,4,0,11,0,3,3,4,0,4,0,9,0,22,0,0,0,0,4,0,1,0,0,0,2,0,14,4,0,4,0,0,0,0,0,0,35
2017-08-01,4,0,23,0,0,0,0,0,8,0,0,0,16,0,0,23,3,9,2,0,0,2,1,0,1,3,2,8,0,4,0,4,11,49,0,8,0,5,0,0,0,3,0,3,0,15,44,0,0,0,0,4,0,11,32,0,0,4,4,0,0,11,0,0,3,0,0,0,0,0,0,22,0,0,0,0,3,1,0,4,2,0,0,0,23,0,0,0,0,0,0,7,0,0,51
2017-09-01,9,0,0,0,0,0,0,10,23,16,16,0,0,0,0,55,3,12,8,0,2,5,0,0,1,4,2,10,0,0,0,4,24,40,0,16,0,22,0,0,1,0,0,0,3,24,29,0,0,0,0,6,4,0,0,0,0,12,0,8,4,10,3,4,4,6,0,0,0,6,0,22,6,0,3,0,16,0,1,2,1,0,0,0,26,4,0,4,4,13,7,0,0,5,48
2017-10-01,17,0,0,0,0,0,5,5,12,31,15,0,15,0,0,46,7,8,12,0,0,7,0,0,3,12,4,7,0,0,0,0,20,47,0,23,0,61,1,0,0,8,3,6,4,9,51,9,0,0,0,4,0,0,0,0,0,6,0,11,10,28,11,3,0,7,4,6,0,11,0,32,0,0,0,0,9,0,1,2,0,0,2,0,35,7,4,4,0,19,6,0,0,0,63
2017-11-01,14,0,22,0,0,0,0,0,5,0,15,0,0,0,0,53,6,10,10,0,0,12,0,0,2,13,5,9,2,5,5,0,42,23,8,8,0,28,0,0,0,3,4,6,3,27,51,18,0,0,0,10,0,10,0,0,0,8,4,11,9,32,10,13,0,0,7,7,0,16,5,29,0,0,0,6,9,1,1,2,0,0,3,0,45,0,0,4,4,13,0,6,0,9,53
2017-12-01,28,0,22,22,0,5,0,7,29,0,30,0,31,1,0,82,18,28,18,0,2,27,1,0,7,22,3,24,2,7,13,4,41,39,23,23,23,24,0,0,0,0,21,7,6,19,98,23,0,0,4,21,12,10,0,0,0,10,4,25,25,37,20,12,3,13,4,30,0,21,0,21,19,3,0,3,34,3,3,22,1,5,12,0,65,7,0,14,7,6,6,6,13,5,56
2018-01-01,100,21,63,42,0,14,5,18,100,28,36,0,100,6,0,100,67,36,100,0,0,100,1,0,27,100,4,31,5,20,15,3,100,72,22,43,36,41,81,0,2,16,100,20,10,13,100,78,0,12,10,100,13,19,38,38,0,20,9,100,43,62,46,51,7,48,28,93,3,100,10,47,25,38,0,6,100,9,17,100,3,8,39,0,100,20,10,43,100,96,60,6,36,13,100
2018-02-01,76,22,55,0,0,10,14,12,82,45,45,0,53,1,0,83,55,27,73,0,0,80,0,0,22,92,4,23,2,28,7,3,65,46,23,38,62,18,73,0,1,19,65,24,11,28,92,32,0,6,0,81,16,31,20,20,0,15,9,47,47,64,41,47,8,20,11,100,4,92,5,45,13,31,0,6,86,6,16,89,2,4,42,0,70,21,11,39,39,70,19,6,25,14,73
2018-03-01,17,21,21,21,0,5,0,5,43,0,21,0,14,1,0,54,10,5,18,0,0,15,0,0,4,11,2,5,0,7,0,0,18,36,7,7,7,6,11,0,1,5,12,8,5,9,31,9,0,0,0,17,8,0,19,0,0,11,4,7,11,23,9,6,0,7,3,7,3,20,5,18,0,0,0,9,15,1,2,10,0,2,3,0,39,7,0,7,10,24,0,0,0,4,44
2018-04-01,6,0,21,0,0,0,0,5,14,15,29,0,0,2,0,37,4,2,2,0,0,4,0,0,1,9,2,2,0,3,3,3,9,52,15,7,0,2,3,0,0,0,3,5,3,9,13,9,0,0,0,4,0,0,10,0,0,11,4,11,0,18,8,10,0,4,4,7,0,10,5,26,8,3,0,0,6,1,1,4,1,0,3,0,32,7,3,10,3,25,0,0,0,4,24
2018-05-01,3,0,0,0,0,0,0,0,5,15,45,0,0,0,0,26,3,3,3,0,0,4,0,0,1,3,0,3,0,0,0,3,17,53,0,0,0,2,2,0,0,0,8,3,3,18,59,0,0,4,0,4,0,0,0,0,0,4,0,0,4,19,3,5,3,4,0,7,0,10,0,16,5,0,0,3,3,0,1,2,1,0,3,0,32,0,0,0,0,0,0,0,0,0,59
2018-06-01,4,0,0,23,0,0,0,0,5,0,0,0,0,0,0,27,2,2,2,0,0,2,0,0,1,3,2,2,0,0,0,0,24,48,0,0,0,1,1,0,0,6,0,3,3,9,33,0,0,0,0,0,0,0,10,0,0,12,0,4,0,14,3,0,0,0,0,4,0,0,0,19,5,0,0,0,6,0,1,1,1,0,2,0,25,0,0,4,0,0,0,0,0,0,40
2018-07-01,3,0,0,0,0,0,0,0,5,0,22,0,0,0,0,24,1,7,4,0,0,3,0,0,0,4,2,6,0,3,0,0,26,45,0,0,0,1,3,0,0,5,3,0,3,0,54,0,0,0,0,4,0,0,0,0,0,4,0,7,4,10,0,5,0,0,0,4,0,5,0,16,0,0,0,0,9,0,1,1,0,0,1,0,23,0,3,3,0,0,0,0,6,0,27
2018-08-01,5,0,0,0,0,0,0,5,14,0,29,0,0,0,0,28,3,5,2,0,2,3,0,0,1,4,0,5,0,0,0,0,14,15,0,7,0,5,2,0,0,0,0,3,0,22,22,9,0,0,0,4,0,0,0,0,0,4,0,4,0,14,5,4,0,7,0,0,0,5,0,23,0,0,0,3,3,1,1,1,0,0,0,0,31,3,0,3,0,0,6,0,0,0,40
2018-09-01,13,21,0,0,0,0,0,5,21,0,14,0,14,1,0,44,2,7,15,0,0,7,0,0,1,4,0,6,0,7,0,0,30,66,7,7,0,35,11,0,0,5,3,8,3,13,35,18,0,4,0,16,8,0,10,10,0,13,0,4,4,26,4,3,5,0,3,3,0,10,0,33,5,3,0,0,3,1,2,2,1,1,1,0,36,3,10,13,7,12,0,0,6,0,42
2018-10-01,26,0,21,21,0,5,0,0,21,0,21,0,0,0,0,59,7,9,24,0,0,11,1,0,3,9,2,7,0,7,3,0,27,51,0,14,14,90,20,0,0,11,0,12,5,26,52,13,0,4,0,15,8,0,10,0,0,21,0,14,11,27,5,5,2,9,3,7,0,5,0,33,10,0,0,3,18,1,4,5,0,0,3,0,30,7,0,10,7,18,0,0,0,0,44
2018-11-01,19,0,21,21,0,5,5,5,7,29,29,0,29,1,0,66,11,13,12,0,2,14,0,0,4,9,2,11,2,10,0,3,32,29,22,7,0,43,12,0,0,5,7,8,3,9,52,9,0,0,0,8,0,0,19,0,0,13,0,16,4,24,5,5,2,7,3,7,0,15,0,20,5,3,0,3,9,1,2,3,0,1,3,0,60,10,0,10,0,18,12,0,6,0,40
2018-12-01,16,0,32,0,0,0,9,0,19,15,29,0,15,1,0,55,8,20,9,0,2,14,1,0,3,9,4,17,2,3,3,5,41,60,0,8,15,16,9,0,0,7,16,3,4,22,45,18,0,0,0,10,6,0,10,0,0,16,0,15,9,73,9,3,5,14,0,14,0,15,0,41,8,6,0,9,24,1,2,9,1,0,6,0,55,10,0,10,7,25,6,0,0,4,58
2019-01-01,21,0,41,0,0,0,4,4,20,28,21,0,42,2,0,69,18,17,14,0,2,20,0,0,7,16,3,14,2,3,5,3,41,57,0,0,29,8,3,0,1,8,17,4,13,9,73,17,0,7,0,28,8,0,19,0,0,10,0,14,9,50,9,2,2,8,7,35,0,29,5,52,0,29,0,3,20,3,5,11,1,2,15,0,59,13,7,10,20,24,6,0,6,4,62
2019-02-01,46,22,33,65,0,5,5,7,26,30,59,0,15,2,0,73,39,25,43,0,2,47,0,0,16,46,2,22,2,10,19,0,57,68,15,38,53,14,2,0,1,8,66,12,3,9,100,36,0,14,8,72,10,10,10,60,0,11,4,39,24,36,21,17,4,21,11,48,4,44,10,34,13,15,3,6,37,2,9,56,1,7,20,0,60,21,7,35,66,100,25,0,31,5,59
2019-03-01,23,0,20,20,0,0,4,4,17,34,41,0,27,1,0,71,25,9,11,0,0,22,0,0,10,22,3,8,2,0,8,0,41,41,7,20,14,9,2,0,1,9,20,6,6,25,50,21,0,5,4,33,4,9,0,9,0,14,5,15,22,38,19,6,5,15,3,41,0,21,5,28,17,17,0,3,28,2,3,27,1,3,17,0,39,9,13,9,16,40,0,0,17,4,43
2019-04-01,8,0,19,0,0,0,4,13,10,20,20,0,0,1,0,42,7,5,9,0,4,5,0,0,3,8,2,4,0,3,3,0,26,47,7,0,13,2,0,0,0,2,2,2,0,8,52,8,0,0,0,3,0,9,18,0,0,7,0,8,6,24,7,2,3,0,5,10,0,7,5,25,5,11,0,0,11,1,1,4,0,0,4,0,47,3,6,3,3,6,6,0,0,0,34
2019-05-01,4,0,0,0,0,0,0,0,9,28,14,0,0,0,0,34,5,8,4,0,2,3,0,0,2,7,2,6,0,3,0,0,22,15,0,0,0,1,0,0,0,3,3,5,3,40,22,9,0,0,0,6,4,0,0,0,0,7,0,4,21,13,8,3,0,7,0,4,0,5,0,15,0,0,0,0,9,0,2,1,0,0,1,0,35,0,3,17,3,0,0,0,0,0,33
2019-06-01,4,0,0,0,0,0,0,5,5,0,15,0,0,1,0,33,3,3,2,0,0,3,0,0,1,4,2,3,0,0,0,4,14,39,0,0,0,1,1,0,0,0,0,3,0,9,32,18,0,0,4,0,0,0,10,0,0,4,0,15,4,16,3,0,3,7,0,7,0,5,0,29,5,0,0,0,3,0,1,2,1,0,3,0,24,0,4,0,4,6,0,0,6,0,28
2019-07-01,3,0,0,0,0,0,0,0,5,15,15,0,0,1,0,39,2,3,2,0,0,3,0,0,1,2,0,3,0,0,0,0,11,15,0,0,0,5,1,0,0,0,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,4,0,4,4,14,3,3,3,0,0,0,0,5,0,18,5,0,0,3,0,0,1,2,0,0,0,0,29,0,0,0,0,6,0,0,0,0,30
2019-08-01,5,0,21,0,0,0,0,0,7,14,28,0,0,1,0,48,2,6,3,0,0,4,0,0,1,2,4,5,0,0,0,0,16,43,0,0,0,4,0,0,0,5,0,0,4,30,55,9,0,0,0,8,0,0,0,0,0,7,0,3,3,11,2,2,2,3,0,3,0,15,0,20,5,0,0,0,0,0,0,2,0,0,1,0,20,0,0,3,0,6,0,0,0,0,32
2019-09-01,12,0,20,20,0,4,0,0,30,14,27,0,0,0,0,55,7,7,10,0,2,5,0,0,3,3,2,6,0,0,0,3,17,41,7,0,0,33,0,0,0,0,2,3,4,8,50,8,0,0,0,7,5,0,0,0,0,7,3,10,7,21,7,7,5,5,3,8,0,5,5,36,5,6,0,0,3,1,1,1,0,0,3,0,40,6,3,9,3,17,6,0,6,0,68
2019-10-01,29,0,20,0,0,0,0,4,38,13,0,0,13,0,0,67,7,10,18,0,2,10,0,0,3,6,0,8,0,5,0,0,17,34,0,14,7,100,2,0,0,4,7,14,2,20,45,16,0,0,0,13,4,0,9,0,0,13,3,12,3,16,2,5,2,5,3,11,0,9,0,33,5,0,0,0,11,1,3,4,1,0,5,0,37,6,3,28,22,17,0,0,6,4,43
2019-11-01,19,19,19,19,0,8,0,0,11,13,33,0,13,1,0,65,10,11,11,0,2,12,0,0,4,6,2,9,2,5,0,3,37,47,0,7,13,40,2,0,0,2,5,6,5,16,24,8,0,0,4,12,11,18,18,0,0,3,3,13,12,29,9,2,6,6,3,14,0,19,0,25,12,11,0,5,19,2,4,5,1,3,6,0,63,12,6,9,3,6,6,0,6,4,40
2019-12-01,31,0,48,19,0,0,4,10,17,20,13,0,13,2,0,87,32,25,27,0,4,29,1,0,13,25,3,22,2,3,6,0,58,61,7,20,40,24,1,0,1,6,13,6,11,8,64,32,0,0,5,28,12,18,0,0,0,16,7,33,21,49,34,8,5,17,6,36,0,23,7,25,12,21,3,11,32,4,5,24,1,4,15,0,61,12,6,43,22,56,11,0,22,4,48
